iteration,exploitability,nash_conv,actor_loss,average_lambda,mean_episode_length,mean_return_player0,mean_return_player1,wall_time_sec,scheduler_loss,gate_entropy,gate_regret_norm,gate_avg_utility,handoff_frozen_clusters,handoff_missing_clusters,gate_prob_actor,gate_prob_regret,gate_prob_ra,gate_prob_explore,gate_prob_cfr
11,2.442617436264473,4.885234872528946,0.00012013849467145073,0.1882618655051504,4.265625,-0.796875,0.796875,6.061288375000004,-1.3561723362790905,1.6050279832584955,0.1695767045021057,2.6013022231078747e-05,0.0,0.0,0.23165930067990725,0.1882618655051504,0.18487142959793845,0.20926165744498537,0.18594575591467238
12,2.451542693701729,4.903085387403458,-0.0003817057566155922,0.18208023969051057,4.4140625,-0.4609375,0.4609375,6.338509334018454,-1.3843262301213974,1.6034238583218734,0.18439025556047758,3.7226737276796484e-05,0.0,0.0,0.23659835531648282,0.18208023969051057,0.1866237235544002,0.21182857034480676,0.182869117766355
13,2.44620818304184,4.89241636608368,-0.00017752755457050207,0.1762566103864072,4.1875,0.5078125,-0.5078125,5.918944041011855,-1.367631149818815,1.6014180096672541,0.20022240405281386,4.7622830455414565e-05,0.0,0.0,0.2420680490113906,0.1762566103864072,0.18755071496229564,0.21368790492971443,0.180436729078195
14,2.4315647226379866,4.863129445275973,-0.00010715139894500896,0.1708624805472924,4.390625,-0.703125,0.703125,6.235812791972421,-1.1028978670798109,1.5992380569413889,0.21490569909413657,6.977994725806032e-05,0.0,0.0,0.24670951821413753,0.1708624805472924,0.18853906215934144,0.21612562082734396,0.17776332708122042
15,2.4396142711076942,4.8792285422153885,-0.000598698894242054,0.1643390981937907,3.9765625,-0.625,0.625,5.626470874994993,-1.5285679321984937,1.596183438900646,0.2353106588125229,8.782367361466943e-05,0.0,0.0,0.25255313568358806,0.1643390981937907,0.18960459571339058,0.21859112393645266,0.1749120563385763
16,2.422220878939931,4.844441757879862,3.034751824037936e-05,0.15699264199139862,4.28125,-1.1796875,1.1796875,6.200145750015508,-1.3735324698058466,1.5918479505246572,0.2555096720655759,0.00011459048285663205,0.0,0.0,0.259364756436026,0.15699264199139862,0.19099431789486948,0.2217038903303825,0.17094440622268803
17,2.4094763041091785,4.818952608218357,2.3017682376342097e-05,0.15044725128590716,4.0703125,0.2265625,-0.2265625,5.824031916970853,-1.1552439492782167,1.5872563887923785,0.28083884591857594,0.0001448439943487756,0.0,0.0,0.26578291049388,0.15044725128590716,0.1919086347557533,0.22481055357520274,0.1670506614869936
18,2.401640058348532,4.803280116697064,-6.503314681217488e-05,0.14148926430253733,4.203125,0.046875,-0.046875,6.178540499997325,-1.5022471823996162,1.5797250800416371,0.2988914872209231,0.00017135744928964414,0.0,0.0,0.2751937213329578,0.14148926430253733,0.19308891751176807,0.2288547977251191,0.16137330591346252
19,2.3957603183071674,4.791520636614335,-0.00013502180096389293,0.1357814183259362,4.234375,0.46875,-0.46875,6.063331915996969,-1.7109099039876647,1.5743333121067484,0.3192154715458552,0.00019915258750794843,0.0,0.0,0.28056744043457554,0.1357814183259362,0.19415093221567653,0.23234213547732996,0.15715808710048998
20,2.387990496780939,4.775980993561878,-0.00046926305163201516,0.12733792057594112,4.1484375,0.9140625,-0.9140625,5.871591666014865,-1.6268782998258056,1.5649718311097887,0.34127698714534443,0.0002242469136035652,0.0,0.0,0.2903463288215594,0.12733792057594112,0.19496158141425324,0.2356514189034532,0.15170276002246333
21,2.387041711728256,4.774083423456512,9.552530595426413e-05,0.11849844600154434,4.0703125,-0.1875,0.1875,5.864951999974437,-1.4398389982020272,1.554363636732559,0.3649935374657313,0.0002611988299274041,0.0,0.0,0.299247491554198,0.11849844600154434,0.19546571288136283,0.24084321528158353,0.14594514336215328
22,2.3804556731249003,4.7609113462498005,-0.00016288826592155206,0.10995687582051224,3.859375,-0.5234375,0.5234375,5.5080050000105985,-1.8228698895588096,1.5416874352254366,0.37127502510945004,0.0003187521712485856,0.0,0.0,0.3091718921897865,0.10995687582051224,0.1957819787596884,0.24569984606885717,0.13938941960392692
23,2.377188536383887,4.754377072767774,0.0001341531540806826,0.10004526415214328,4.234375,-1.375,1.375,5.98903037502896,-1.6164275544190374,1.5259748591708082,0.38270138452450436,0.0003936689002633405,0.0,0.0,0.3207745959508023,0.10004526415214328,0.19629896781321382,0.2507522949378429,0.13212888738710943
24,2.380973363369895,4.76194672673979,-2.6326310494044733e-05,0.09115311297976855,4.0234375,-0.140625,0.140625,5.807182332966477,-1.5714837833009299,1.5090166487740082,0.40988074739774066,0.00044225888753620285,0.0,0.0,0.3318356342686033,0.09115311297976855,0.19624587609929947,0.25620636696954374,0.1245590181026644
25,2.3736848220801923,4.7473696441603845,3.1846728152802526e-05,0.08176924086063521,4.015625,-0.390625,0.390625,5.730966124974657,-1.5810637126807197,1.4883184852767084,0.42924489080905914,0.0005086562159704044,0.0,0.0,0.34453109416980227,0.08176924086063521,0.19598300285376463,0.2616552816928593,0.11606138880846566
26,2.3754407256191357,4.750881451238271,-3.239482357750919e-05,0.0720202428328009,4.078125,-0.59375,0.59375,5.834620083973277,-1.378900032203245,1.4628642537127967,0.4444264496366183,0.0005681249555588389,0.0,0.0,0.3597198067040279,0.0720202428328009,0.19479313064580675,0.2667444770534833,0.106722354189532
27,2.3664527412512077,4.7329054825024155,-0.00024241730719912763,0.06314595702298798,4.2265625,-0.6953125,0.6953125,5.999115625047125,-1.75560390578786,1.4360911339356146,0.45833980788787204,0.0006079122395021841,0.0,0.0,0.3742938235594913,0.06314595702298798,0.19354718623342002,0.2716270904444062,0.09738595225949825
28,2.368824095192415,4.73764819038483,0.0005501700229199418,0.05415463755419743,4.1171875,-0.046875,0.046875,5.853079958993476,-1.8536150820970365,1.4061142298935487,0.47531379759311676,0.0006160800324626811,0.0,0.0,0.3891959350973198,0.05415463755419743,0.19180908270420566,0.2768975947002758,0.08794275915119408
29,2.3650935446734804,4.730187089346961,0.0004381536057055721,0.04671121800662799,4.3515625,0.265625,-0.265625,6.2987688750145026,-1.8602342810063779,1.3733343136374783,0.5031926358739535,0.0006654611925114295,0.0,0.0,0.405269714189389,0.04671121800662799,0.18919656408325347,0.2811759700145927,0.07764654544381094
30,2.366184089606063,4.732368179212126,0.000262611559010088,0.038592881390538354,4.0625,-0.3828125,0.3828125,5.792011792014819,-2.1524647457131114,1.337180644273758,0.509446956217289,0.0007216394005808979,0.0,0.0,0.42176288314736804,0.038592881390538354,0.18594072736226597,0.28553295376209115,0.06817056524495665
31,2.363170425805121,4.726340851610242,0.0016379485447440617,0.0320048524555072,4.0234375,-0.28125,0.28125,5.764231208013371,-3.062224154957362,1.301075226589314,0.5331651742259661,0.0007877076471534868,0.0,0.0,0.43799824072319327,0.0320048524555072,0.18251922804753756,0.2884109058426422,0.059066781871816486
32,2.363549595321187,4.727099190642374,0.00029684953488466994,0.026721577927896374,3.9609375,0.3671875,-0.3671875,5.682536750042345,-3.060966033212973,1.2660261693555692,0.5598704144358635,0.0008529396242617319,0.0,0.0,0.4532595485507619,0.026721577927896374,0.17815181083933135,0.2909751399264063,0.05089193624784138
33,2.36973816637994,4.73947633275988,0.00016553942120360173,0.01947581829478531,4.1328125,-0.4140625,0.4140625,5.833374375011772,-3.1059433317114733,1.2153069779192343,0.5818914622068405,0.0009120862378040329,0.0,0.0,0.4752690147587392,0.01947581829478531,0.17114014594000543,0.29329211635265096,0.040822915035689036
34,2.371062027304326,4.742124054608652,-7.20237211858804e-05,0.015476481476798653,3.828125,0.296875,-0.296875,5.4696136669954285,-3.146359529933531,1.177202894249741,0.6087421228488287,0.0009450312730526397,0.0,0.0,0.49256919385219106,0.015476481476798653,0.1653340024303417,0.2928246695776375,0.033795665215928944
35,2.3714425318421846,4.742885063684369,0.0001568219930072629,0.01156736090372416,4.0234375,-0.0234375,0.0234375,5.7220794999739155,-3.093297130916521,1.1370587754018098,0.6229554836948713,0.000950156600448319,0.0,0.0,0.5086106432873069,0.01156736090372416,0.1591973200151064,0.2939838577242731,0.026640829711573794
36,2.36946278603749,4.73892557207498,0.0009366542401209691,0.007941298445234292,4.1171875,-0.09375,0.09375,5.855659040971659,-3.4441453845309096,1.0890635171696628,0.6388575906554858,0.001018491056432443,0.0,0.0,0.5306461716964982,0.007941298445234292,0.14978524843191965,0.2917055805448789,0.019921710586574715
37,2.3696074100704023,4.739214820140805,0.0010083635330735352,0.006042449912037848,3.9375,0.3359375,-0.3359375,5.618434083007742,-2.1703755668944695,1.0557849471058165,0.6446037789185842,0.001049481029137193,0.0,0.0,0.5454386299446462,0.006042449912037848,0.1432425139235362,0.2897706181402244,0.015505797359057598
38,2.3710433913587483,4.742086782717497,2.374047952758038e-05,0.004126197993737292,4.03125,-0.1015625,0.1015625,5.817348290991504,-2.343128454183813,1.0142042139010836,0.6409818927447001,0.0011696279107127339,0.0,0.0,0.5656372082325839,0.004126197993737292,0.13330313449277897,0.28582661457417546,0.011106860649306327
39,2.371855877028649,4.743711754057298,0.0007728821729567457,0.002894736205067749,3.8671875,-0.4765625,0.4765625,5.560231666953769,-2.991401244237116,0.978673647268854,0.6457335402568182,0.0012283615214983001,0.0,0.0,0.5837710528662711,0.002894736205067749,0.12437014606865969,0.2808877659867508,0.008076311853441476
40,2.372480904361625,4.74496180872325,-0.0003053469061380486,0.002018806884239214,4.015625,-0.2421875,0.2421875,5.6926690000109375,-2.897467727909691,0.9477264992457883,0.6687083393335342,0.0013520926343820368,0.0,0.0,0.5993187674520545,0.002018806884239214,0.11605716415532367,0.2769146747452276,0.00569060004650568
41,2.3730323705567864,4.746064741113573,-0.0007937147063362391,0.0014757278771745561,4.203125,0.78125,-0.78125,5.916960958042182,-4.618015710531031,0.9109205768675609,0.6798593079050382,0.0012751663016388193,0.0,0.0,0.6202971097705089,0.0014757278771745561,0.10572017979250743,0.2686260517091113,0.0038809475519687464
42,2.373054999968762,4.746109999937524,0.0006185455495433801,0.0012422299160290884,3.9765625,-0.078125,0.078125,5.607576499984134,-5.399872155602077,0.8784018678843155,0.7154568682114283,0.0011400026766447506,0.0,0.0,0.6397630257316095,0.0012422299160290884,0.09662768722663694,0.2595906543064211,0.0027764233035970413
43,2.3731027665329227,4.7462055330658455,0.00035237612233272517,0.0010390795193705351,4.078125,0.0234375,-0.0234375,5.806236875010654,-7.0772800822795805,0.8415242802365986,0.732839231689771,0.0011651914683170617,0.0,0.0,0.6617602140739046,0.0010390795193705351,0.08614015916783463,0.2491919827073013,0.0018685836518019209
44,2.373237740176786,4.746475480353572,0.0011932096642530406,0.0010057811472982726,4.1796875,0.015625,-0.015625,5.900872250029352,-7.371983199710217,0.8051123821846793,0.7285165910919508,0.0011510889413936336,0.0,0.0,0.6832829991233683,0.0010057811472982726,0.07606777131696728,0.23831143083973466,0.0013320376039003936
45,2.3733365116848777,4.746673023369755,-0.0007874779413697158,0.0009986387554205734,3.9453125,0.3828125,-0.3828125,5.631864040973596,-8.413646954428035,0.7754202141620145,0.7552169735232989,0.0012929103977512568,0.0,0.0,0.7005576465389516,0.0009986387554205734,0.06809627745706257,0.2292737614400316,0.0010736953563951325
46,2.3733483254118095,4.746696650823619,0.0004103708514279152,0.000998418058770767,4,0.0234375,-0.0234375,5.648756416048855,-8.981767914212469,0.7424864968052134,0.7718157817920049,0.0013838105029814567,0.0,0.0,0.7192834159359336,0.000998418058770767,0.06001296044269111,0.21870053128805012,0.001004698048291175
47,2.3732381582358997,4.746476316471799,-0.001038269604328246,0.0009982181559204503,4.2109375,-0.546875,0.546875,5.959342707996257,-8.172401283338065,0.7037168354183049,0.7747785126169523,0.0012287834276018355,0.0,0.0,0.7409514019573332,0.0009982181559204503,0.05117578957582338,0.20587639469162652,0.0009982181559204503
48,2.373354608800921,4.746709217601842,-0.00021805996054716193,0.0009981114790804586,4.1640625,0.0,0.0,5.9203304999973625,-6.862924504080721,0.6590402516594076,0.7722398762901624,0.0012598352598918912,0.0,0.0,0.7647516435574859,0.0009981114790804586,0.04283469133812927,0.19041746858975678,0.0009981114790804586
49,2.373367165128724,4.746734330257448,0.0007452064880448494,0.0009980613763085084,3.9921875,-0.2734375,0.2734375,5.703434957948048,-5.062964241443213,0.6254957437281973,0.7850572119156519,0.0012028147272455196,0.0,0.0,0.7816201267643684,0.0009980613763085084,0.036812279043525985,0.17957149278336076,0.0009980613763085084
50,2.3733166876067067,4.746633375213413,0.0008531512650425094,0.0009980344490613789,3.90625,0.0859375,-0.0859375,5.556356790999416,-7.6253619010271505,0.5933305783867836,0.8132723147670428,0.001191963288874831,0.0,0.0,0.7968081620931625,0.0009980344490613789,0.0316545250788331,0.16954126733541489,0.0009980344490613789
51,2.373270479406443,4.746540958812886,-0.0012611684723630252,0.000998017869081146,4.03125,-0.0625,0.0625,5.700260250014253,-7.8635620872639915,0.5444781710935194,0.8547314951817194,0.0011796699812596974,0.0,0.0,0.8201111736454705,0.000998017869081146,0.025467444308708575,0.15242537435923897,0.000998017869081146
52,2.3734072257741694,4.746814451548339,-0.0001898651317902406,0.0009980097007989662,4.203125,-0.359375,0.359375,6.110607250011526,-6.823906179862859,0.4959627768253305,0.8282897174358368,0.0012629116196573402,0.0,0.0,0.8418682223137427,0.0009980097007989662,0.02004012887341881,0.1360956646335834,0.0009980097007989662
53,2.3733361839765736,4.746672367953147,1.5077563458324783e-05,0.0009980064292224524,4.015625,0.0859375,-0.0859375,5.7122102080029435,-5.863825832602318,0.4572268978109156,0.8516152848800024,0.0014270764028575893,0.0,0.0,0.8589695748883927,0.0009980064292224524,0.016309668737144758,0.1227247658754601,0.0009980064292224524
54,2.3733541042686817,4.746708208537363,-0.0003891817594675556,0.0009980051789700364,4.1328125,0.34375,-0.34375,5.8671133339521475,-9.233126159993727,0.4154854348961031,0.8737542803088824,0.0014402234955923632,0.0,0.0,0.8759710031556271,0.0009980051789700364,0.013022741173008468,0.10901027464348337,0.0009980051789700364
55,2.373506214069247,4.747012428138494,-0.00014992688054549927,0.00099800443847857,4.5546875,0.7109375,-0.7109375,6.46674795798026,-11.179114756095112,0.35758048620579785,0.8757488057017326,0.001251999638043344,0.0,0.0,0.8990313898433339,0.00099800443847857,0.009244056112423705,0.0897285704298095,0.00099800443847857
56,2.373413815072543,4.746827630145086,-0.0005912057884396167,0.000998003151924633,3.9765625,0.0859375,-0.0859375,5.695602749998216,-12.879197403854436,0.3323253575265993,0.9211957727869352,0.0011610941146500409,0.0,0.0,0.9085674049343716,0.000998003151924633,0.007838096912430639,0.08159852535454722,0.000998003151924633
57,2.3734328658814596,4.746865731762919,0.0006308730589209266,0.0009979720853576528,4.0234375,-0.4609375,0.4609375,5.750295208999887,-14.20741951982875,0.28700609469008675,0.935140406092008,0.0012389454495860264,0.0,0.0,0.9249605916078808,0.0009979720853576528,0.005719827271057564,0.0673236553855602,0.0009979720853576528
58,2.3735001537477247,4.747000307495449,-0.00017177582313191746,0.0009979050682850138,3.8828125,-0.65625,0.65625,5.501759541977663,-13.310289852671447,0.2496583571646295,0.9403796369830767,0.0014079058382776566,0.0,0.0,0.9377503626543271,0.0009979050682850138,0.004284727685078529,0.055969134244835475,0.0009979050682850138
59,2.3735209691966825,4.747041938393365,-0.00013351211554867124,0.0009978378053947625,4.0703125,0.2421875,-0.2421875,5.7844056250178255,-18.5607346819499,0.21011124120850022,0.9508125633001328,0.0014746397112806637,0.0,0.0,0.9505327760372418,0.0009978378053947625,0.003086033117449744,0.04438554013823651,0.0009978378053947625
60,2.3735788848164763,4.7471577696329526,0.00037109242991262325,0.0009977677321364126,4.0390625,0.53125,-0.53125,5.782487125019543,-18.94856567922358,0.1771380851834263,0.9681568120916685,0.0015205630916170776,0.0,0.0,0.9605081037580391,0.0009977677321364126,0.00230112973833907,0.035195268343817046,0.0009977677321364126
61,2.373590654509381,4.747181309018762,2.8909419603414867e-05,0.000997712658475112,3.890625,0.0625,-0.0625,5.536342832958326,-25.285725632276158,0.14940386618596005,0.9672287553548813,0.0015115172924803726,0.0,0.0,0.9685102595861657,0.000997712658475112,0.0017423385517656743,0.027752000746881986,0.000997712658475112
62,2.3735139687707445,4.747027937541489,0.0004710088861401266,0.0009976490835188743,3.7890625,0.0703125,-0.0703125,5.413421292032581,-20.823886941137577,0.12255788284171489,1.015775588651498,0.001545004398697832,0.0,0.0,0.9758240068081728,0.0009976490835188743,0.001308489316047083,0.020872244923903615,0.0009976490835188743
63,2.3733549315373024,4.746709863074605,0.0003291187686217701,0.0009974961614105644,4.234375,0.4375,-0.4375,5.963794250041246,-23.18750885567075,0.09992690280602207,1.0401625434557598,0.001456390581248949,0.0,0.0,0.98144903064214,0.0009974961614105644,0.0011264788733479118,0.015429526904032556,0.0009974961614105644
64,2.373346587740309,4.746693175480618,-0.001428436041318002,0.0009973661318578718,3.9765625,-0.3359375,0.3359375,5.693770332960412,-19.56123712643657,0.08077983722119997,1.0655713478724163,0.001519041310530156,0.0,0.0,0.9860723615863702,0.0009973661318578718,0.001021958719701131,0.010910965937275753,0.0009973661318578718
65,2.3734588343176197,4.7469176686352395,0.0013874083739022582,0.0009972328718009466,4.078125,-0.5,0.5,5.773729000007734,-21.847152003134177,0.06715857495921325,1.0574102501074474,0.0017234078792777534,0.0,0.0,0.9891319230370138,0.0009972328718009466,0.0010008379833512293,0.007872781143800295,0.0009972328718009466
66,2.3735037704129502,4.7470075408259005,-0.000407853729018086,0.000997059378407408,4.1796875,0.140625,-0.140625,5.946403915993869,-20.904709061295062,0.055081765625242876,1.0625773593783379,0.00183239315811079,0.0,0.0,0.9916909949801792,0.000997059378407408,0.000997059378407408,0.00531781053140098,0.000997059378407408
67,2.373559471420923,4.747118942841846,-0.0019223847126508702,0.0009969173644938717,4.1328125,-0.25,0.25,5.8488276659627445,-20.893692130073735,0.0469154695960885,1.0538793404897053,0.0017404033133061603,0.0,0.0,0.9933185637109897,0.0009969173644938717,0.0009969173644938717,0.003690646338102272,0.0009969173644938717
68,2.3736664143726576,4.747332828745315,-0.00042547218352193683,0.0009968407438762426,3.953125,-0.140625,0.140625,5.596909124986269,-24.172199672813985,0.04156641819672622,1.0988575319449108,0.0015976751965354197,0.0,0.0,0.994332347933954,0.0009968407438762426,0.0009968407438762426,0.002677082252070278,0.0009968407438762426
69,2.373892778145586,4.747785556291172,-0.0012982306326993272,0.0009967613100605622,3.9296875,-0.0625,0.0625,5.601502375036944,-24.60229237383201,0.03734504663298429,1.12899649143219,0.0016369896135681,0.0,0.0,0.9950596430666641,0.0009967613100605622,0.0009967613100605622,0.0019500015408104327,0.0009967613100605622
70,2.374041130479197,4.748082260958394,-0.0011646764293004746,0.0009966205133556387,4.1171875,0.1875,-0.1875,5.824384374951478,-37.59402928122152,0.033794814802041766,1.11078542470932,0.0017293561104452237,0.0,0.0,0.9956546768517829,0.0009966205133556387,0.0009966205133556387,0.0013553553317855527,0.0009966205133556387
71,2.3741912033014554,4.748382406602911,-0.002319416583295494,0.0009964715113933637,4.140625,0.2578125,-0.2578125,5.90371129201958,-45.13736548845685,0.03235871004608442,1.110167036453883,0.001725883509304064,0.0,0.0,0.9958851993083954,0.0009964715113933637,0.0009964715113933637,0.0011252444722900554,0.0009964715113933637
72,2.3741467380785513,4.7482934761571025,0.001856055859088255,0.0009963371820772783,4.0859375,-0.515625,0.515625,5.875037208024878,-44.87761819668988,0.031718917354855894,1.1278123756249745,0.0018564080746727996,0.0,0.0,0.9959848178960169,0.0009963371820772783,0.0009963371820772783,0.0010260092982680431,0.0009963371820772783
73,2.374217392518645,4.74843478503729,-0.0014404117058819696,0.0009962087623750122,4.09375,0.5859375,-0.5859375,5.796453625021968,-40.68061296623084,0.03152886945185543,1.1378144174814224,0.0017430547098532163,0.0,0.0,0.9960134775583981,0.0009962087623750122,0.0009962087623750122,0.0009977290620547471,0.0009962087623750122
74,2.3744711090938475,4.748942218187695,-0.0008251102583682636,0.0009961247776193462,4.0703125,0.1875,-0.1875,5.772330666019116,-45.88185904586196,0.0315161417747871,1.1757320016622543,0.0014280852543985627,0.0,0.0,0.9960153243592056,0.0009961247776193462,0.0009961247776193462,0.0009961247776193462,0.0009961247776193462
75,2.3745937080419894,4.749187416083979,0.0005498796165662096,0.0009960735849290359,4,-0.3125,0.3125,5.695882082975004,-33.31282360526292,0.03151474188052816,1.204054777820905,0.0013354769709318741,0.0,0.0,0.996015514829196,0.0009960735849290359,0.0009960735849290359,0.0009960735849290359,0.0009960735849290359
76,2.3746552673901293,4.749310534780259,-0.0008446976707582393,0.0009960497477734948,4.0390625,-0.2265625,0.2265625,5.774936333007645,-40.42791843180878,0.031514082449836014,1.2371583133935928,0.0014456736759408766,0.0,0.0,0.9960156103859096,0.0009960497477734948,0.0009960497477734948,0.0009960497477734948,0.0009960497477734948
77,2.3748111897877573,4.749622379575515,-0.0005226888097788924,0.0009960319661508196,4.0234375,-0.171875,0.171875,5.687758249987382,-27.94368644326917,0.03151359474196017,1.2633396983146667,0.0015066938115827118,0.0,0.0,0.9960156772900554,0.0009960319661508196,0.0009960319661508196,0.0009960319661508196,0.0009960319661508196
78,2.37488855237563,4.74977710475126,0.00013217601046769173,0.000996023839661575,4,-0.5390625,0.5390625,5.659186209028121,-27.608554730650482,0.0315133694166434,1.2466461459795635,0.0017031292348595646,0.0,0.0,0.9960157104069367,0.000996023839661575,0.000996023839661575,0.000996023839661575,0.000996023839661575
79,2.3750187252696477,4.7500374505392955,0.0008378865301696031,0.0009960196576221793,4.140625,-0.015625,0.015625,5.8439510830212384,-27.42963006137959,0.0315132580346094,1.2613502989212673,0.0020295556799586243,0.0,0.0,0.9960157224592173,0.0009960196576221793,0.0009960196576221793,0.0009960196576221793,0.0009960196576221793
80,2.374985960985886,4.749971921971772,0.0004108601940135668,0.0009960176899416516,4.1328125,-0.75,0.75,5.847083625034429,-39.59009355760485,0.03151320792833213,1.2641081263621647,0.002000774741948893,0.0,0.0,0.9960157261678988,0.0009960176899416516,0.0009960176899416516,0.0009960176899416516,0.0009960176899416516
81,2.3751088034889025,4.750217606977805,-0.00039365375596667993,0.000996016690351098,4,0.1796875,-0.1796875,5.677527832973283,-56.138848989976395,0.03151318301388528,1.3016302386919658,0.0018612479786194551,0.0,0.0,0.996015727519989,0.000996016690351098,0.000996016690351098,0.000996016690351098,0.000996016690351098
82,2.375153140912018,4.750306281824036,-0.0008529316693373263,0.0009960162254292091,4.09375,-0.203125,0.203125,5.781228709034622,-60.4099451336185,0.0315131719032203,1.3151745796203613,0.0016182363081801061,0.0,0.0,0.996015727519989,0.0009960162254292091,0.0009960162254292091,0.0009960162254292091,0.0009960162254292091
83,2.3752567393152884,4.750513478630577,-6.482850117395597e-05,0.0009960160074102109,4.3203125,0.90625,-0.90625,6.142687875020783,-61.10956432477017,0.03151316655830061,1.3134054591258366,0.001543276658897715,0.0,0.0,0.996015727519989,0.0009960160074102109,0.0009960160074102109,0.0009960160074102109,0.0009960160074102109
84,2.3753716723996248,4.7507433447992495,-0.0006676950359674292,0.0009960159098947607,4.203125,-0.4140625,0.4140625,5.977727457997389,-48.790342340574746,0.03151316381298477,1.3195269952217739,0.001806185623233129,0.0,0.0,0.996015727519989,0.0009960159098947607,0.0009960159098947607,0.0009960159098947607,0.0009960159098947607
85,2.3754752653786464,4.750950530757293,7.434088659224124e-05,0.0009960158697390807,3.9140625,0.2265625,-0.2265625,5.521830542013049,-48.88105367428945,0.03151316260417065,1.3422233512004216,0.002090491357345551,0.0,0.0,0.996015727519989,0.0009960158697390807,0.0009960158697390807,0.0009960158697390807,0.0009960158697390807
86,2.3754930294004613,4.7509860588009225,0.0008016589666177648,0.000996015853975075,4.0859375,-0.6328125,0.6328125,5.736636624962557,-60.24225583946044,0.031513162099722464,1.3443540235360463,0.0019690004373842385,0.0,0.0,0.996015727519989,0.000996015853975075,0.000996015853975075,0.000996015853975075,0.000996015853975075
87,2.375597906101712,4.751195812203424,-0.001783449001870878,0.0009960158495232463,4.140625,-0.3671875,0.3671875,5.841043000051286,-70.0285558082585,0.03151316195726395,1.360040287176768,0.0021191584188879156,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
88,2.3756660297697887,4.751332059539577,-0.0017861100959350514,0.0009960158495232463,3.9453125,0.25,-0.25,5.642376375035383,-65.63480039008773,0.03151316195726395,1.3808929522832234,0.0017804894014261663,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
