iteration,exploitability,nash_conv,actor_loss,average_lambda,mean_episode_length,mean_return_player0,mean_return_player1,wall_time_sec,scheduler_loss,gate_entropy,gate_regret_norm,gate_avg_utility,handoff_frozen_clusters,handoff_missing_clusters,gate_prob_actor,gate_prob_regret,gate_prob_ra,gate_prob_explore,gate_prob_cfr
89,2.375814519302172,4.751629038604344,-0.004260018350827138,0.0009960158495232463,4.09375,0.125,-0.125,5.772876915987581,-60.14596253286564,0.03151316195726395,1.380385234951973,0.0016539798622640471,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
90,2.3759003835846926,4.751800767169385,-0.0006346517977131462,0.0009960158495232463,4.125,0.2890625,-0.2890625,5.860579458007123,-56.910236206978105,0.03151316195726395,1.3944096515576045,0.002008548559388146,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
91,2.3760026572137942,4.7520053144275884,-0.001997177900397261,0.0009960158495232463,3.9296875,-0.0234375,0.0234375,5.532072457950562,-58.62081401171552,0.03151316195726395,1.406033640106519,0.0022606452209098884,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
92,2.376024157677887,4.752048315355774,-0.0016097575279056839,0.0009960158495232463,4.015625,0.140625,-0.140625,5.68197620898718,-54.36933501343087,0.03151316195726395,1.4233232041200001,0.0022932427261063517,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
93,2.376188016489763,4.752376032979526,-0.0009049439581534738,0.0009960158495232463,4.171875,0.421875,-0.421875,5.917155041999649,-62.62318583552757,0.03151316195726395,1.4247719496488571,0.001995566046844033,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
94,2.376223848714461,4.752447697428922,-0.0015679320758924826,0.0009960158495232463,4.0859375,0.4140625,-0.4140625,5.834909167024307,-56.07965577076088,0.03151316195726395,1.4737584789594014,0.0017722344734162714,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
95,2.376497073135063,4.752994146270126,-0.0030948286586579676,0.0009960158495232463,3.96875,0.6171875,-0.6171875,5.637564375007059,-60.53006304413315,0.03151316195726395,1.4830382118622463,0.0018516087608683545,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
96,2.376557039245559,4.753114078491118,-0.0026297914729385067,0.0009960158495232463,4.2265625,-0.6640625,0.6640625,6.028331166016869,-76.48332499344997,0.03151316195726395,1.4323809146881104,0.002021961408900097,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
97,2.3764897591859144,4.752979518371829,-0.0036242754890747917,0.0009960158495232463,4.0234375,0.6171875,-0.6171875,5.851249709026888,-64.84723056682105,0.03151316195726395,1.4201570103565853,0.00210674486197604,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
98,2.376623908091135,4.75324781618227,-0.001606011182994621,0.0009960158495232463,4.0859375,-0.1640625,0.1640625,5.795678791997489,-102.10190540700296,0.03151316195726395,1.4505119075377781,0.002137256155644233,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
99,2.3767623618272298,4.7535247236544595,-0.0012250032608359886,0.0009960158495232463,4.1875,-0.3125,0.3125,5.945306833018549,-87.48313846250079,0.03151316195726395,1.4726983507474263,0.002118514364459164,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
100,2.376895911867834,4.753791823735668,0.0023258310908519358,0.0009960158495232463,4.109375,-0.6328125,0.6328125,5.849549082980957,-99.00959208811643,0.03151316195726395,1.4755661139885585,0.0019870750062788525,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
101,2.3769164649835526,4.753832929967105,-0.0004795430143031217,0.0009960158495232463,4.1953125,0.234375,-0.234375,5.935266292013694,-108.59638651323053,0.03151316195726395,1.5480402410030365,0.001865755080719585,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
102,2.377241375204439,4.754482750408878,-0.0032982136252659522,0.0009960158495232463,4.15625,-0.4609375,0.4609375,5.945776792010292,-103.78074057512265,0.03151316195726395,1.5691245744625728,0.0018509278209724773,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
103,2.3773352912765118,4.7546705825530236,-0.0008075645631166931,0.0009960158495232463,4.0546875,-0.2578125,0.2578125,5.820298750011716,-80.66358338971129,0.03151316195726395,1.5316750158866246,0.002266838362023312,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
104,2.377397395975404,4.754794791950808,-0.00458470517184407,0.0009960158495232463,4.296875,-0.8671875,0.8671875,6.166869833017699,-75.61724041808735,0.03151316195726395,1.5144166201353073,0.0022375689380472372,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
105,2.377451189233997,4.754902378467994,-0.003063493303401611,0.0009960158495232463,4.1171875,-0.125,0.125,5.949388041975908,-131.0555471896673,0.03151316195726395,1.519633521636327,0.0020937236919659576,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
106,2.377422123414523,4.754844246829046,-0.0037459486881241478,0.0009960158495232463,4,-0.5390625,0.5390625,5.837765624979511,-92.96905552479438,0.03151316195726395,1.5324904670317967,0.0021458331151128127,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
107,2.3776176418759993,4.755235283751999,-0.002973706735353626,0.0009960158495232463,4.140625,-0.2578125,0.2578125,5.932521208014805,-119.26441595947968,0.03151316195726395,1.5709900856018066,0.002036162871566679,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
108,2.3777532080278627,4.755506416055725,-0.003869039579468035,0.0009960158495232463,4.078125,-0.3125,0.3125,5.767870832991321,-122.48473240771969,0.03151316195726395,1.6037894189357758,0.0019306665235490073,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
109,2.3778243374981267,4.755648674996253,-0.0014284034758835996,0.0009960158495232463,4.25,-0.046875,0.046875,6.116636291029863,-95.69383209867074,0.03151316195726395,1.6098177582025528,0.00225067352099965,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
110,2.3779147547772923,4.755829509554585,-0.004225804204258189,0.0009960158495232463,3.96875,-0.671875,0.671875,5.714133458037395,-166.25959394825256,0.03151316195726395,1.6261170357465744,0.002306048079238584,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
111,2.3780493465712067,4.756098693142413,-0.0031516665974207925,0.0009960158495232463,4.234375,0.0,0.0,6.050320708018262,-127.37239008504086,0.03151316195726395,1.6421923836072285,0.0024747636363523875,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
112,2.3781123328000673,4.756224665600135,-0.0007833835781491271,0.0009960158495232463,4.109375,0.3203125,-0.3203125,5.9317760419799015,-131.91283476907944,0.03151316195726395,1.6660731236139934,0.0024171016048057936,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
113,2.3780117985515385,4.756023597103077,-0.0001390287287485869,0.0009960158495232463,3.9921875,-0.328125,0.328125,5.660069959005341,-125.61392353227227,0.03151316195726395,1.7031121800343196,0.002546212912420742,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
114,2.3778569219760692,4.7557138439521385,4.852983828829446e-05,0.0009960158495232463,4.1875,-0.3515625,0.3515625,5.9984230840345845,-128.3070114529622,0.03151316195726395,1.7044380158185959,0.002246700552253363,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
115,2.3777778245004573,4.7555556490009145,-0.002268708913637839,0.0009960158495232463,4.09375,0.5859375,-0.5859375,5.86807124997722,-97.26902689585704,0.03151316195726395,1.709839478135109,0.002223957112922411,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
116,2.3776710888614874,4.755342177722975,-0.002603509217574496,0.0009960158495232463,4.140625,-0.0390625,0.0390625,5.918787624977995,-121.30607259700884,0.03151316195726395,1.7030831575393677,0.0025438233569730073,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
117,2.37770715336005,4.7554143067201,-0.0026903694334975696,0.0009960158495232463,4.078125,-0.171875,0.171875,5.848487625014968,-148.71790423247091,0.03151316195726395,1.725552628437678,0.002439193570656547,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
118,2.377713810798793,4.755427621597586,-0.0003650697362503062,0.0009960158495232463,4.265625,-0.390625,0.390625,6.0760817500413395,-130.2201324637993,0.03151316195726395,1.6693049569924672,0.0022756959248605804,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
119,2.3776271493017314,4.755254298603463,0.00010628032346090897,0.0009960158495232463,4.09375,0.1953125,-0.1953125,5.855833499983419,-198.99370412926638,0.03151316195726395,1.7274508078893025,0.002018768009293126,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
120,2.377786893049545,4.75557378609909,-0.006299028479127937,0.0009960158495232463,4.265625,0.59375,-0.59375,6.126020958006848,-182.50106810562775,0.03151316195726395,1.7668530543645222,0.0018318809670745395,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
121,2.377811278575701,4.755622557151402,-0.0035216327533268976,0.0009960158495232463,4.171875,-0.2421875,0.2421875,5.943021583021618,-194.8975578225061,0.03151316195726395,1.7637825161218643,0.0023270530703788004,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
122,2.377912097485538,4.755824194971076,-0.0027642623985158392,0.0009960158495232463,4.09375,-0.015625,0.015625,5.902105875022244,-178.63357774515188,0.03151316195726395,1.758472889661789,0.002501137406701067,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
123,2.377873418907485,4.75574683781497,-0.0033059240515883014,0.0009960158495232463,4.0859375,-0.484375,0.484375,5.917105291038752,-153.59166871361705,0.03151316195726395,1.752140278617541,0.0025248542685100497,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
124,2.377926776273779,4.755853552547558,-0.003695462992136711,0.0009960158495232463,4.2109375,0.578125,-0.578125,6.008541917020921,-165.4521352574644,0.03151316195726395,1.7950354119141896,0.0024913509375134404,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
125,2.3780312903835545,4.756062580767109,-0.0025731344469983146,0.0009960158495232463,4.296875,0.5546875,-0.5546875,6.09547554096207,-243.85451065692035,0.03151316195726395,1.7910454372564952,0.0020195271620953767,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
126,2.378136759801005,4.75627351960201,-0.005178361210718562,0.0009960158495232463,4.0703125,0.046875,-0.046875,5.779196624993347,-203.2955375056349,0.03151316195726395,1.8589900135993958,0.0020773766736965626,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
127,2.3782835820087085,4.756567164017417,-0.0018388221121469477,0.0009960158495232463,4.2421875,0.3046875,-0.3046875,6.083431207982358,-240.80624709669397,0.03151316195726395,1.8226221998532612,0.0021385829604696482,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
128,2.378329249989536,4.756658499979072,-0.0010981463278899623,0.0009960158495232463,4.0234375,-0.0546875,0.0546875,5.8107075419975445,-269.0144785309301,0.03151316195726395,1.8654361069202423,0.002564667956903577,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
129,2.3784595326541726,4.756919065308345,-0.0016555697431088405,0.0009960158495232463,4.1875,0.0625,-0.0625,5.955961959029082,-243.5415137169966,0.03151316195726395,1.8973210354646046,0.002351127644336278,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
130,2.378562299423594,4.757124598847188,-0.005353652074333118,0.0009960158495232463,4.25,-0.578125,0.578125,6.072690000000875,-268.1423468896571,0.03151316195726395,1.9676160961389542,0.0021825503044965444,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
131,2.378569538971984,4.757139077943968,-0.0023348793871701542,0.0009960158495232463,4.171875,0.5234375,-0.5234375,5.959279167000204,-302.1594633897592,0.03151316195726395,1.9577955901622772,0.002308460755254297,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
132,2.3786421876881,4.7572843753762,-0.0034533319796781524,0.0009960158495232463,4.28125,-0.09375,0.09375,6.095396624994464,-257.4289354995219,0.03151316195726395,1.9422116378943126,0.002704376764692521,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
133,2.378686872666214,4.757373745332428,-0.005803885785007217,0.0009960158495232463,4.265625,-0.109375,0.109375,6.074235125037376,-242.49982629547188,0.03151316195726395,1.9000685612360637,0.002535441026945288,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
134,2.378708712936433,4.757417425872866,-0.005094555461252839,0.0009960158495232463,4.171875,0.0390625,-0.0390625,5.958108209015336,-203.0341282839632,0.03151316195726395,1.9557523677746456,0.002855154363108644,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
135,2.378720229991827,4.757440459983654,-0.004507458830229082,0.0009960158495232463,4.3828125,-0.1171875,0.1171875,6.207670875010081,-306.0897539582057,0.03151316195726395,1.9447266161441803,0.0021448534268226163,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
136,2.378724068400974,4.757448136801948,-0.004466056482902724,0.0009960158495232463,4.1015625,-0.2265625,0.2265625,5.892855542013422,-218.10004623867218,0.03151316195726395,1.9760957062244415,0.002103444121833794,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
137,2.37872482614653,4.75744965229306,-0.0018667707671851767,0.0009960158495232463,4.3046875,-0.2421875,0.2421875,6.1283977089915425,-375.5113284734979,0.03151316195726395,1.9424010117848713,0.002358268621416452,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
138,2.378734978582257,4.757469957164514,-0.004814741119200658,0.0009960158495232463,4.0703125,-0.125,0.125,5.824071875016671,-288.08973958533466,0.03151316195726395,1.9310446381568909,0.002689330072219794,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
139,2.3787376046568003,4.757475209313601,-0.0014789404092018072,0.0009960158495232463,4.421875,0.296875,-0.296875,6.328869999968447,-362.223945745731,0.03151316195726395,1.9088771144549053,0.0025753196023288183,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
140,2.3786502205537645,4.757300441107529,-0.005244669237045074,0.0009960158495232463,4.234375,0.953125,-0.953125,6.097785958030727,-425.2588089414188,0.03151316195726395,1.926775614420573,0.0021384007789796065,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
141,2.3786785660869554,4.757357132173911,-0.0023345320458379427,0.0009960158495232463,4.1953125,-0.375,0.375,5.978805124992505,-422.0129994502503,0.03151316195726395,1.9717602829138439,0.0019246632873546332,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
142,2.37865868842157,4.75731737684314,-0.004679477760907432,0.0009960158495232463,4.140625,-0.0234375,0.0234375,5.961270625004545,-356.18145406830985,0.03151316195726395,1.9921416838963826,0.0023513459770280556,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
143,2.3786654978861477,4.757330995772295,-0.004749200178422101,0.0009960158495232463,4.296875,0.1953125,-0.1953125,6.091619167011231,-398.1607813033191,0.03151316195726395,2.0054429868857064,0.002556150207965402,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
144,2.378628351420682,4.757256702841364,-0.0047931871527973745,0.0009960158495232463,4.203125,0.0234375,-0.0234375,6.051404791011009,-369.84109158010733,0.03151316195726395,1.9985392491022747,0.0024708558048587292,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
145,2.37864682896055,4.7572936579211,-0.0008209244676216761,0.0009960158495232463,4.2421875,-0.4296875,0.4296875,6.065005916985683,-369.8540818217051,0.03151316195726395,1.999847004810969,0.002578791138754847,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
146,2.3786712928521063,4.757342585704213,-0.004742339576041367,0.0009960158495232463,4.2109375,-0.3125,0.3125,5.982198707992211,-415.545678590357,0.03151316195726395,2.0887327094872794,0.0024716743294751118,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
147,2.3787337674555835,4.757467534911167,-0.003495474372991365,0.0009960158495232463,4.2421875,-0.703125,0.703125,6.057641624996904,-506.0567941924705,0.03151316195726395,2.151575962702433,0.002322100081073586,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
148,2.378742105700339,4.757484211400678,0.0010477177558435294,0.0009960158495232463,4.40625,0.2265625,-0.2265625,6.21401566703571,-384.97647911014286,0.03151316195726395,2.114353507757187,0.0024340975578525104,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
149,2.378711443397667,4.757422886795334,-0.004025207537250326,0.0009960158495232463,4.140625,0.4375,-0.4375,6.00057116698008,-393.06050789446203,0.03151316195726395,2.088275591532389,0.0028584065027340935,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
150,2.3785299056610514,4.757059811322103,0.00014706061590849743,0.0009960158495232463,4.3671875,-0.03125,0.03125,6.273007792013232,-394.4837495005408,0.03151316195726395,2.0547062853972116,0.0029462277355681485,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
151,2.378453922493469,4.756907844986938,-0.0020733449324639008,0.0009960158495232463,4.40625,0.8125,-0.8125,6.247166166023817,-368.4434107698447,0.03151316195726395,2.023255169391632,0.0028938908847824982,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
152,2.37825225878621,4.75650451757242,-0.003900143727658427,0.0009960158495232463,4.2578125,-0.3046875,0.3046875,6.147193999961019,-487.7538998905672,0.03151316195726395,2.0139604012171426,0.0029784507593528056,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
153,2.378143156268354,4.756286312536708,-0.005909102342990338,0.0009960158495232463,4.171875,-0.21875,0.21875,5.969473042001482,-446.4499924584721,0.03151316195726395,2.058395485083262,0.002902708937957262,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
154,2.3780474506487463,4.756094901297493,-0.0033304922337571105,0.0009960158495232463,4.109375,-0.734375,0.734375,5.939047125051729,-473.9840640559396,0.03151316195726395,2.0940087834993997,0.0028301079000812024,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
155,2.377967397394558,4.755934794789116,-0.007866007840625749,0.0009960158495232463,4.046875,-0.15625,0.15625,5.784104874997865,-570.8494995418203,0.03151316195726395,2.1346352994441986,0.003077804188554486,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
156,2.3779211735302495,4.755842347060499,0.0003207490718173234,0.0009960158495232463,4.421875,1.21875,-1.21875,6.263343084021471,-597.2303712978801,0.03151316195726395,2.0432602067788443,0.002718567324336618,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
157,2.377995055747525,4.75599011149505,-0.00629957450168608,0.0009960158495232463,4.4609375,-0.0234375,0.0234375,6.353851916035637,-590.7380576463589,0.03151316195726395,2.056985398133596,0.002568912250959935,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
158,2.37798438670039,4.75596877340078,-0.0027895695036062405,0.0009960158495232463,4.4375,0.0546875,-0.0546875,6.278569082962349,-460.81026013006624,0.03151316195726395,2.043893277645111,0.0027522720374690834,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
159,2.3777925037433922,4.7555850074867845,-0.0048426273178056155,0.0009960158495232463,4.1015625,-0.3125,0.3125,5.840293292014394,-594.6906129028683,0.03151316195726395,2.0815605223178864,0.0031154254102148116,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
160,2.377676047185174,4.755352094370348,-0.0025345567542235867,0.0009960158495232463,4.203125,-0.203125,0.203125,6.119716957968194,-544.7464384660402,0.03151316195726395,2.178276697794596,0.002880498364296121,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
161,2.377646602636674,4.755293205273348,-0.0058228496152809535,0.0009960158495232463,4.2734375,-0.890625,0.890625,6.055078667006455,-444.07221864346394,0.03151316195726395,2.147676239411036,0.002986759034683928,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
162,2.3776064406768196,4.755212881353639,-0.005242761718844974,0.0009960158495232463,4.078125,0.1875,-0.1875,5.924284125037957,-623.4148027673078,0.03151316195726395,2.156371017297109,0.0029568768150056712,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
163,2.377503648445356,4.755007296890712,-0.00635235402913658,0.0009960158495232463,4.203125,-0.3203125,0.3203125,6.036577457969543,-682.2263410702957,0.03151316195726395,2.153677980105082,0.0030438500301291547,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
164,2.3774412725088627,4.7548825450177254,-0.005802058513530852,0.0009960158495232463,4.328125,-0.28125,0.28125,6.156255791021977,-646.0653999058349,0.03151316195726395,2.2221257785956063,0.00255339398184636,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
165,2.377401136037406,4.754802272074812,-0.006540720533979174,0.0009960158495232463,4.34375,-0.078125,0.078125,6.181045250035822,-793.5308577439768,0.03151316195726395,2.2556224862734475,0.0023140247067203745,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
166,2.377254176240005,4.75450835248001,-0.0025372102784713335,0.0009960158495232463,4.2578125,0.0234375,-0.0234375,6.048889541998506,-938.8091430839048,0.03151316195726395,2.244098405043284,0.0027422349812695757,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
167,2.377074272870982,4.754148545741964,-0.006290327514768012,0.0009960158495232463,4.5390625,0.2421875,-0.2421875,6.445728041988332,-811.9863717494446,0.03151316195726395,2.2622195283571878,0.0029350048813891285,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
168,2.3769042091546577,4.753808418309315,-0.001984896674250334,0.0009960158495232463,4.3671875,-0.4453125,0.4453125,6.216394707967993,-751.6498640125254,0.03151316195726395,2.219147950410843,0.0028527719259727746,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
169,2.376723562248135,4.75344712449627,-0.009741820274219784,0.0009960158495232463,4.515625,0.203125,-0.203125,6.384663707984146,-781.4732753512768,0.03151316195726395,2.2839545011520386,0.0026611032420381284,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
170,2.3765355291358983,4.7530710582717965,-0.007723010474993105,0.0009960158495232463,4.015625,-0.3359375,0.3359375,5.799888333014678,-650.1139305138867,0.03151316195726395,2.3988194465637207,0.002495909372858781,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
171,2.376313140350063,4.752626280700126,-0.0038158968084639868,0.0009960158495232463,4.140625,0.171875,-0.171875,5.914510832983069,-656.6612298803509,0.03151316195726395,2.3219881554444632,0.002493980836637396,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
172,2.376167546560891,4.752335093121782,-0.007054888251214288,0.0009960158495232463,4.21875,0.234375,-0.234375,6.121671208005864,-652.126429325563,0.03151316195726395,2.3502311408519745,0.00301591032378686,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
173,2.376110225159887,4.752220450319774,-0.007630605365924083,0.0009960158495232463,4.421875,-0.2578125,0.2578125,6.310522917017806,-731.758808827653,0.03151316195726395,2.2709120909372964,0.002858656303336223,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
174,2.3760522487119156,4.752104497423831,-0.0031002456724539347,0.0009960158495232463,4.40625,0.125,-0.125,6.256929250026587,-559.8666029221623,0.03151316195726395,2.267620027065277,0.003049134655157104,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
175,2.3759654217535218,4.7519308435070435,-0.0026748147456322198,0.0009960158495232463,4.203125,0.7734375,-0.7734375,5.9907065000152215,-788.0534173502798,0.03151316195726395,2.3840660651524863,0.002851615247588294,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
176,2.375828160144584,4.751656320289168,-0.003979122530932538,0.0009960158495232463,4.2578125,-0.359375,0.359375,6.054955875035375,-953.8899613380432,0.03151316195726395,2.338699916998545,0.002715693203451034,0.0,0.0,0.996015727519989,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463,0.0009960158495232463
