Ablation,Final_Total_Loss,Final_Actor_Loss,Final_Critic_Loss,Final_Regret_Loss,Final_Mean_Lambda,Training_Time_s
no_regret,1.6591148376464844,0.6826436519622803,0.9764711856842041,0.0,0.4213905334472656,0.13473725318908691
no_critic,0.7186722159385681,0.6563937664031982,0.0,0.06227843090891838,0.42862972617149353,0.144697904586792
no_actor,1.828487753868103,0.6759289503097534,1.1291652917861938,0.023393500596284866,0.42438390851020813,0.14949512481689453
fixed_lambda,2.012760639190674,0.6322287321090698,1.3600767850875854,0.020455116406083107,0.1,0.2127540111541748
