run_id,game,algorithm,seed,iterations,eval_every,traversal,hidden_dims,learning_rate,batch_size,armac_lambda,params_count,flops_est,final_exploitability,final_nashconv,final_player_0_value,final_player_1_value,steps_to_threshold,time_to_threshold,wall_clock_s,system_openspiel_version,system_python_version,system_pytorch_version,system_commit_hash,system_timestamp,diagnostics_gradient_norms,diagnostics_advantage_stats,diagnostics_policy_kl,diagnostics_clipping_events,diagnostics_wall_clock_phases
leduc_tabular_cfr_seed_00,leduc_poker,tabular_cfr,0,200,20,external_sampling,"[64, 64]",0.001,64,,0,0,0.053838323902807156,0.10767664780561431,-0.09609356047346765,0.09609356047346765,100.0,2.3748910427093506,4.662852048873901,1.6.3,3.9.6,2.3.1,b63cc0514913b217946114fb7112b33bd3943ba3,2025-10-11T23:28:25.082414,True,True,True,True,True
leduc_tabular_cfr_seed_01,leduc_poker,tabular_cfr,1,200,20,external_sampling,"[64, 64]",0.001,64,,0,0,0.053838323902807156,0.10767664780561431,-0.09609356047346765,0.09609356047346765,100.0,2.3749380111694336,4.678918123245239,1.6.3,3.9.6,2.3.1,b63cc0514913b217946114fb7112b33bd3943ba3,2025-10-11T23:28:25.082414,True,True,True,True,True
leduc_deep_cfr_seed_00,leduc_poker,deep_cfr,0,200,20,external_sampling,"[64, 64]",0.001,64,,0,1204608,3.3405320250222656,6.681064050044531,0.05695474164893523,-0.05695474164893523,,,65.9836118221283,1.6.3,3.9.6,2.3.1,b63cc0514913b217946114fb7112b33bd3943ba3,2025-10-11T23:28:25.082414,True,True,True,True,True
leduc_deep_cfr_seed_01,leduc_poker,deep_cfr,1,200,20,external_sampling,"[64, 64]",0.001,64,,0,1204608,3.576284342709812,7.152568685419624,-0.034956777958047316,0.034956777958047316,,,66.62980103492737,1.6.3,3.9.6,2.3.1,b63cc0514913b217946114fb7112b33bd3943ba3,2025-10-11T23:28:25.082414,True,True,True,True,True
leduc_sd_cfr_seed_00,leduc_poker,sd_cfr,0,200,20,external_sampling,"[64, 64]",0.001,64,,0,1204608,2.3714933352618477,4.742986670523695,-0.07847315135050734,0.07847315135050734,,,72.93813490867615,1.6.3,3.9.6,2.3.1,b63cc0514913b217946114fb7112b33bd3943ba3,2025-10-11T23:28:25.082414,True,True,True,True,True
leduc_sd_cfr_seed_01,leduc_poker,sd_cfr,1,200,20,external_sampling,"[64, 64]",0.001,64,,0,1204608,2.374234403439286,4.748468806878572,-0.07848612638649823,0.07848612638649823,,,73.33229899406433,1.6.3,3.9.6,2.3.1,b63cc0514913b217946114fb7112b33bd3943ba3,2025-10-11T23:28:25.082414,True,True,True,True,True
