iteration,lambda,actor_loss,critic_loss,regret_loss,total_loss,mean_regret
0,0.1,0.6640009880065918,0.9914005994796753,0.11964274942874908,1.775044322013855,0.22655744850635529
1,0.1,0.6866828203201294,1.1343493461608887,0.14665888249874115,1.9676910638809204,0.2589167356491089
2,0.1,0.6419492363929749,1.0644038915634155,0.1625710427761078,1.8689242601394653,0.24421776831150055
3,0.1,0.6449838876724243,1.5845845937728882,0.08810510486364365,2.317673683166504,0.16816948354244232
4,0.1,0.616369366645813,0.8287079930305481,0.0637146607041359,1.5087920427322388,0.1573551893234253
5,0.1,0.7031615972518921,0.6701361536979675,0.1016160398721695,1.4749137163162231,0.21628935635089874
6,0.1,0.6573446393013,1.3365495204925537,0.03713105618953705,2.0310251712799072,0.11823152750730515
7,0.1,0.5920133590698242,0.9929608702659607,0.07087862491607666,1.6558529138565063,0.15405681729316711
8,0.1,0.594621479511261,1.1126482486724854,0.06425084173679352,1.7715204954147339,0.1352091282606125
9,0.1,0.6407362818717957,0.7372270822525024,0.06028619036078453,1.4382494688034058,0.13956737518310547
10,0.1,0.6632198691368103,1.2450287342071533,0.07076678425073624,1.9790154695510864,0.16723093390464783
11,0.1,0.6641468405723572,0.6872302293777466,0.05586405470967293,1.4072411060333252,0.1311018168926239
12,0.1,0.6602356433868408,0.7115527987480164,0.04612308368086815,1.4179115295410156,0.15560483932495117
13,0.1,0.636025071144104,0.822035551071167,0.04415396228432655,1.5022145509719849,0.13265331089496613
14,0.1,0.6376272439956665,1.6048154830932617,0.03727824613451958,2.2797207832336426,0.12503881752490997
15,0.1,0.6541537642478943,1.0425266027450562,0.02685152366757393,1.7235318422317505,0.11074212193489075
16,0.1,0.6167674660682678,1.2768983840942383,0.03690428286790848,1.930570125579834,0.13088853657245636
17,0.1,0.6331263780593872,0.9140769839286804,0.027396060526371002,1.5745993852615356,0.10715223848819733
18,0.1,0.6373652219772339,1.089365005493164,0.028641896322369576,1.755372166633606,0.12284278124570847
19,0.1,0.6814509630203247,1.1600806713104248,0.02348230965435505,1.8650139570236206,0.09021465480327606
20,0.1,0.6852321028709412,0.7174162268638611,0.022401442751288414,1.4250497817993164,0.11429186165332794
21,0.1,0.6569197177886963,1.1107226610183716,0.021514765918254852,1.7891571521759033,0.0899173766374588
22,0.1,0.6602835655212402,1.2468799352645874,0.020833948627114296,1.9279974699020386,0.10197379440069199
23,0.1,0.6428266763687134,0.771315336227417,0.021077441051602364,1.435219407081604,0.09784919023513794
24,0.1,0.6584006547927856,1.5624748468399048,0.02640177495777607,2.24727725982666,0.11205734312534332
25,0.1,0.6783825159072876,1.019136667251587,0.034956250339746475,1.7324753999710083,0.12016306072473526
26,0.1,0.5929056406021118,1.2309489250183105,0.028805535286664963,1.852660059928894,0.09759952872991562
27,0.1,0.6753417253494263,0.7522419691085815,0.020554864779114723,1.4481385946273804,0.1038217768073082
28,0.1,0.6131020188331604,1.3498591184616089,0.01866762898862362,1.9816287755966187,0.1140928864479065
29,0.1,0.6589407324790955,1.1267497539520264,0.03582200035452843,1.8215125799179077,0.13291889429092407
30,0.1,0.6125668883323669,1.5318264961242676,0.025653976947069168,2.1700475215911865,0.09136740863323212
31,0.1,0.6747394800186157,0.912956178188324,0.02314280904829502,1.6108384132385254,0.10777164250612259
32,0.1,0.6149519085884094,1.257966160774231,0.02795066311955452,1.9008687734603882,0.10475829988718033
33,0.1,0.6769249439239502,0.8233141899108887,0.0283408984541893,1.5285800695419312,0.09510568529367447
34,0.1,0.5891788005828857,1.2177045345306396,0.03302018344402313,1.839903473854065,0.09665115177631378
35,0.1,0.6779541969299316,1.0841174125671387,0.01299182791262865,1.775063395500183,0.09239815175533295
36,0.1,0.6094073057174683,0.9283960461616516,0.03444153815507889,1.5722450017929077,0.11397337168455124
37,0.1,0.5481625199317932,1.118411660194397,0.021933099254965782,1.688507318496704,0.09229899942874908
38,0.1,0.5876080393791199,0.8724596500396729,0.01590149849653244,1.4759691953659058,0.08499452471733093
39,0.1,0.6763560175895691,1.0282788276672363,0.026973042637109756,1.7316079139709473,0.12142271548509598
40,0.1,0.6315315961837769,1.4050283432006836,0.021392256021499634,2.057952404022217,0.09937392920255661
41,0.1,0.6568136215209961,0.8409528732299805,0.022762946784496307,1.5205293893814087,0.12797054648399353
42,0.1,0.6348848342895508,0.7973093390464783,0.01975681073963642,1.451951026916504,0.08570244908332825
43,0.1,0.610056459903717,1.3072593212127686,0.01885078474879265,1.936166524887085,0.10626505315303802
44,0.1,0.6553046107292175,1.1730493307113647,0.020840443670749664,1.8491942882537842,0.1020740270614624
45,0.1,0.6546528339385986,1.2717961072921753,0.020550115033984184,1.9469990730285645,0.16392119228839874
46,0.1,0.609382152557373,1.2422937154769897,0.020090309903025627,1.871766209602356,0.10544396936893463
47,0.1,0.6749414205551147,1.2090725898742676,0.01881023496389389,1.9028242826461792,0.12200281769037247
48,0.1,0.631513237953186,0.7076548337936401,0.019939620047807693,1.3591077327728271,0.1283007562160492
49,0.1,0.6322287321090698,1.3600767850875854,0.020455116406083107,2.012760639190674,0.12053370475769043
