game,policy,num_runs,mean_exploitability,ci95_exploitability,mean_nash_conv,ci95_nash_conv,mean_exploit_auc
leduc_poker,cfr,4,0.01181720325037413,0.0,0.02363440650074826,0.0,59.31419698143802
kuhn_poker,cfr,4,0.0009376166469928296,0.0,0.0018752332939856592,0.0,5.18907430542863
