iteration,lambda,actor_loss,critic_loss,regret_loss,total_loss,mean_regret
0,0.5011345744132996,0.6082454919815063,1.0266101360321045,0.6990136504173279,2.333869218826294,0.5126844644546509
1,0.5009189248085022,0.6463301181793213,1.066171407699585,0.6381553411483765,2.3506569862365723,0.45554912090301514
2,0.49868133664131165,0.6351006627082825,1.5901812314987183,0.46344316005706787,2.688724994659424,0.36699289083480835
3,0.49732279777526855,0.6796016693115234,0.6861511468887329,0.5603642463684082,1.9261170625686646,0.38467663526535034
4,0.493486613035202,0.6907629370689392,1.70853853225708,0.3624236583709717,2.7617251873016357,0.3220708966255188
5,0.4895896315574646,0.6486640572547913,0.9972367882728577,0.28470492362976074,1.9306057691574097,0.2560800611972809
6,0.48458564281463623,0.698650598526001,1.0443639755249023,0.21476559340953827,1.957780122756958,0.24256785213947296
7,0.4806687533855438,0.6531700491905212,1.4636658430099487,0.21608500182628632,2.332920789718628,0.220892995595932
8,0.47585079073905945,0.6766314506530762,1.4145467281341553,0.1357380449771881,2.2269163131713867,0.20859262347221375
9,0.4714381992816925,0.7177324295043945,1.0426220893859863,0.17039185762405396,1.93074631690979,0.21674689650535583
10,0.4682469666004181,0.5835697054862976,0.9602512121200562,0.09859652817249298,1.6424174308776855,0.1894167810678482
11,0.46454980969429016,0.6377789378166199,1.10923171043396,0.086295947432518,1.8333066701889038,0.1916940063238144
12,0.46072468161582947,0.6732257604598999,1.3728368282318115,0.08141714334487915,2.1274795532226562,0.2002452313899994
13,0.457737535238266,0.6167765855789185,0.9177553653717041,0.06135609745979309,1.5958880186080933,0.19916942715644836
14,0.4539794623851776,0.6976363658905029,0.9024264812469482,0.05571596324443817,1.6557787656784058,0.22195641696453094
15,0.4510708153247833,0.6563529372215271,2.119403600692749,0.052334826439619064,2.8280913829803467,0.19266323745250702
16,0.4481298327445984,0.6909235715866089,1.4487255811691284,0.060539159923791885,2.200188398361206,0.26143771409988403
17,0.44636818766593933,0.6230007410049438,1.8846865892410278,0.06402231007814407,2.571709632873535,0.23097014427185059
18,0.44468995928764343,0.6789765357971191,1.1442477703094482,0.11239353567361832,1.9356178045272827,0.2759133577346802
19,0.4439793527126312,0.6071295142173767,0.7695683836936951,0.10526888817548752,1.4819667339324951,0.22857770323753357
20,0.44212913513183594,0.6628210544586182,0.8480604290962219,0.06280337274074554,1.573684811592102,0.21721938252449036
21,0.44133853912353516,0.6135774254798889,0.970981776714325,0.08441095799207687,1.6689701080322266,0.21078698337078094
22,0.4404132664203644,0.6187988519668579,0.8868588209152222,0.07226540893316269,1.577923059463501,0.18247604370117188
23,0.43887877464294434,0.6753422617912292,1.2538983821868896,0.0717988908290863,2.001039505004883,0.2053728997707367
24,0.43865400552749634,0.6047713160514832,1.0464357137680054,0.09508682787418365,1.7462937831878662,0.19303898513317108
25,0.43746301531791687,0.6695882678031921,1.2740668058395386,0.07956942915916443,2.023224353790283,0.19729703664779663
26,0.4379458427429199,0.5367144346237183,1.3743977546691895,0.07302003353834152,1.984132170677185,0.15891514718532562
27,0.436400443315506,0.6985071897506714,0.8224400877952576,0.07388358563184738,1.5948307514190674,0.14785395562648773
28,0.4363488554954529,0.5842072367668152,1.325307011604309,0.06844782829284668,1.9779620170593262,0.12181735038757324
29,0.4351363778114319,0.6460325717926025,1.2007372379302979,0.035416580736637115,1.8821864128112793,0.11628759652376175
30,0.4349741041660309,0.5676859617233276,1.6326642036437988,0.032631754875183105,2.2329821586608887,0.10838358104228973
31,0.4335559010505676,0.6746343374252319,1.1417677402496338,0.03601612150669098,1.8524181842803955,0.11209736764431
32,0.4328884780406952,0.621122419834137,0.9913302063941956,0.03204096108675003,1.644493579864502,0.0946979895234108
33,0.4321814775466919,0.6197714805603027,0.8648366928100586,0.022012801840901375,1.50662100315094,0.07937958836555481
34,0.4306122064590454,0.6954306364059448,1.0565569400787354,0.0215667262673378,1.7735543251037598,0.10127188265323639
35,0.4298359453678131,0.6519409418106079,1.3253660202026367,0.029897794127464294,2.00720477104187,0.11981859058141708
36,0.4287320077419281,0.674347460269928,0.8883482813835144,0.01918754354119301,1.5818833112716675,0.09947480261325836
37,0.42810261249542236,0.6499796509742737,1.2815332412719727,0.024521898478269577,1.956034779548645,0.09683611989021301
38,0.4284012019634247,0.5843371748924255,1.1309107542037964,0.029533974826335907,1.7447818517684937,0.11382187902927399
39,0.42773565649986267,0.6490036249160767,0.9192458391189575,0.017879268154501915,1.5861287117004395,0.12123075127601624
40,0.42709431052207947,0.6618781089782715,1.076867938041687,0.027275608852505684,1.7660216093063354,0.12220629304647446
41,0.42672649025917053,0.650808572769165,1.08582603931427,0.033309973776340485,1.7699445486068726,0.13614240288734436
42,0.4264310300350189,0.6313409209251404,0.6946778893470764,0.01674034632742405,1.342759132385254,0.0921274945139885
43,0.42581576108932495,0.6716085076332092,0.8287307024002075,0.028434274718165398,1.528773546218872,0.14238932728767395
44,0.4256899952888489,0.6392567753791809,1.6423604488372803,0.031082985922694206,2.312700033187866,0.15341059863567352
45,0.4251706302165985,0.6791465282440186,1.1588420867919922,0.03773614764213562,1.8757247924804688,0.12915855646133423
46,0.4245730936527252,0.6781283617019653,0.5980743765830994,0.026052644476294518,1.3022552728652954,0.15172179043293
47,0.42460668087005615,0.6341440677642822,0.8092125654220581,0.028839806094765663,1.4721964597702026,0.14461277425289154
48,0.42496660351753235,0.6052165031433105,1.2386702299118042,0.026897702366113663,1.8707844018936157,0.11334986984729767
49,0.42438390851020813,0.6759289503097534,1.1291652917861938,0.023393500596284866,1.828487753868103,0.12366445362567902
