timestamp,iteration,metric,value,metadata
1760300594.025316,0,actor_loss,0.6290388703346252,
1760300594.025322,0,critic_loss,0.0,
1760300594.025324,0,regret_loss,0.6455692648887634,
1760300594.0253649,0,total_loss,1.2746081352233887,
1760300594.025376,0,current_lambda,0.5002065896987915,
1760300594.025383,0,mean_regret,0.262784868478775,
1760300594.025389,0,avg_regret_loss,0.06455692648887633,
1760300594.025395,0,avg_policy_loss,0.06290388703346252,
1760300594.029557,1,actor_loss,0.7073134779930115,
1760300594.029563,1,critic_loss,0.0,
1760300594.029577,1,regret_loss,0.4847602844238281,
1760300594.02958,1,total_loss,1.1920738220214844,
1760300594.0295832,1,current_lambda,0.4974040687084198,
1760300594.029585,1,mean_regret,0.26580169796943665,
1760300594.029588,1,avg_regret_loss,0.1065772622823715,
1760300594.029591,1,avg_policy_loss,0.12734484612941738,
1760300594.033351,2,actor_loss,0.6489592790603638,
1760300594.03338,2,critic_loss,0.0,
1760300594.033386,2,regret_loss,0.36980554461479187,
1760300594.033393,2,total_loss,1.018764853477478,
1760300594.033448,2,current_lambda,0.4941744804382324,
1760300594.033456,2,mean_regret,0.24399903416633606,
1760300594.033462,2,avg_regret_loss,0.13290009051561352,
1760300594.033468,2,avg_policy_loss,0.179506289422512,
1760300594.037627,3,actor_loss,0.6058511137962341,
1760300594.0376651,3,critic_loss,0.0,
1760300594.0376692,3,regret_loss,0.4965626895427704,
1760300594.037672,3,total_loss,1.1024137735366821,
1760300594.0376809,3,current_lambda,0.49339109659194946,
1760300594.037684,3,mean_regret,0.22854238748550415,
1760300594.0377002,3,avg_regret_loss,0.16926635041832921,
1760300594.037704,3,avg_policy_loss,0.22214077185988423,
1760300594.041304,4,actor_loss,0.6590401530265808,
1760300594.0413241,4,critic_loss,0.0,
1760300594.0413299,4,regret_loss,0.38724416494369507,
1760300594.041336,4,total_loss,1.0462843179702759,
1760300594.041342,4,current_lambda,0.4906553030014038,
1760300594.041347,4,mean_regret,0.24704879522323608,
1760300594.041353,4,avg_regret_loss,0.1910641318708658,
1760300594.0413592,4,avg_policy_loss,0.2658307099765539,
1760300594.044396,5,actor_loss,0.5929518342018127,
1760300594.044405,5,critic_loss,0.0,
1760300594.044408,5,regret_loss,0.15493790805339813,
1760300594.044411,5,total_loss,0.7478897571563721,
1760300594.044414,5,current_lambda,0.4861171543598175,
1760300594.044416,5,mean_regret,0.22268162667751312,
1760300594.044418,5,avg_regret_loss,0.187451509489119,
1760300594.0444212,5,avg_policy_loss,0.29854282239907975,
1760300594.047745,6,actor_loss,0.5978620648384094,
1760300594.0477529,6,critic_loss,0.0,
1760300594.047782,6,regret_loss,0.26267585158348083,
1760300594.047785,6,total_loss,0.8605378866195679,
1760300594.047787,6,current_lambda,0.48331859707832336,
1760300594.04779,6,mean_regret,0.22052842378616333,
1760300594.0477922,6,avg_regret_loss,0.19497394369855517,
1760300594.047795,6,avg_policy_loss,0.3284747466430127,
1760300594.050001,7,actor_loss,0.6157684922218323,
1760300594.050008,7,critic_loss,0.0,
1760300594.0500119,7,regret_loss,0.22975140810012817,
1760300594.050025,7,total_loss,0.8455199003219604,
1760300594.050051,7,current_lambda,0.48016634583473206,
1760300594.050055,7,mean_regret,0.17707906663417816,
1760300594.050058,7,avg_regret_loss,0.19845169013871247,
1760300594.05006,7,avg_policy_loss,0.3572041212008946,
1760300594.052437,8,actor_loss,0.6659713983535767,
1760300594.052444,8,critic_loss,0.0,
1760300594.052447,8,regret_loss,0.20064139366149902,
1760300594.0524511,8,total_loss,0.8666127920150757,
1760300594.052454,8,current_lambda,0.4763413965702057,
1760300594.052456,8,mean_regret,0.2682206630706787,
1760300594.052472,8,avg_regret_loss,0.19867066049099114,
1760300594.052475,8,avg_policy_loss,0.3880808489161628,
1760300594.0547662,9,actor_loss,0.6581312417984009,
1760300594.054773,9,critic_loss,0.0,
1760300594.054776,9,regret_loss,0.14976465702056885,
1760300594.0547788,9,total_loss,0.8078958988189697,
1760300594.054782,9,current_lambda,0.4723649322986603,
1760300594.054784,9,mean_regret,0.2785783112049103,
1760300594.0547872,9,avg_regret_loss,0.1937800601439489,
1760300594.054789,9,avg_policy_loss,0.41508588820438663,
1760300594.0582411,10,actor_loss,0.6648392677307129,
1760300594.0582469,10,critic_loss,0.0,
1760300594.05825,10,regret_loss,0.16862714290618896,
1760300594.058253,10,total_loss,0.8334664106369019,
1760300594.058256,10,current_lambda,0.46894046664237976,
1760300594.058259,10,mean_regret,0.3275229334831238,
1760300594.058262,10,avg_regret_loss,0.19126476842017293,
1760300594.058264,10,avg_policy_loss,0.44006122615701926,
1760300594.061365,11,actor_loss,0.6359533071517944,
1760300594.0613708,11,critic_loss,0.0,
1760300594.061385,11,regret_loss,0.11854012310504913,
1760300594.061388,11,total_loss,0.7544934153556824,
1760300594.061391,11,current_lambda,0.46559715270996094,
1760300594.0613928,11,mean_regret,0.3044278919696808,
1760300594.061396,11,avg_regret_loss,0.18399230388866056,
1760300594.061399,11,avg_policy_loss,0.45965043425649676,
1760300594.063822,12,actor_loss,0.6583299040794373,
1760300594.063829,12,critic_loss,0.0,
1760300594.063832,12,regret_loss,0.1860790103673935,
1760300594.063835,12,total_loss,0.8444089293479919,
1760300594.063851,12,current_lambda,0.4631522595882416,
1760300594.063854,12,mean_regret,0.3053164482116699,
1760300594.0638568,12,avg_regret_loss,0.18420097453653386,
1760300594.06386,12,avg_policy_loss,0.4795183812387908,
1760300594.066732,13,actor_loss,0.6851311922073364,
1760300594.06674,13,critic_loss,0.0,
