game,policy,num_runs,mean_exploitability,ci95_exploitability,mean_nash_conv,ci95_nash_conv,mean_exploit_auc
leduc_poker,neural_tabular,31,2.4445054465120175,0.0389379161883495,4.889010893024035,0.077875832376699,1195.722882580767
kuhn_poker,neural_tabular,30,0.30408361952609303,0.02837504225105768,0.6081672390521861,0.05675008450211536,152.90635308001356
