baseline,lstm_optimized,lstm_no_history,lstm_no_embedding
"[[[50, 3.0698944694079047], [100, 3.027106162908517], [150, 2.9863148177655243], [200, 2.9444509210564993], [250, 2.902952212923944], [300, 2.8679174461805084], [350, 2.835977481305845], [400, 2.8114199635788575]], [[50, 2.919803066649365], [100, 2.9091146288635588], [150, 2.901216075854321], [200, 2.8915422117012852], [250, 2.884592118384838], [300, 2.8701735088754807], [350, 2.8469842712413325], [400, 2.8147781348521836]], [[50, 3.2322358429884095], [100, 3.221594946711056], [150, 3.209537613905411], [200, 3.1922600930199176], [250, 3.1687954764768005], [300, 3.13841318156473], [350, 3.1016107062998075], [400, 3.0588145054766915]], [[50, 2.8232925484089364], [100, 2.777578661057474], [150, 2.7402460249451916], [200, 2.7019981951087084], [250, 2.6628668358619874], [300, 2.623527511535825], [350, 2.58508951630747], [400, 2.5533311100302187]], [[50, 3.107335665553928], [100, 3.0479262465367203], [150, 2.988759385488067], [200, 2.929006652251352], [250, 2.8690634702593183], [300, 2.808999259671347], [350, 2.748987360300641], [400, 2.6921414784203956]], [[50, 2.972614005514248], [100, 2.913987637286699], [150, 2.8589512303090783], [200, 2.8044636650873604], [250, 2.755611235303677], [300, 2.714019839073644], [350, 2.6764137946807143], [400, 2.6370231606344263]], [[50, 3.1134614966183998], [100, 3.059454050911066], [150, 3.0051942419306377], [200, 2.9513953294438537], [250, 2.89696292371677], [300, 2.841637848649072], [350, 2.7941720270539414], [400, 2.7547136802035945]], [[50, 3.003905779197652], [100, 2.951893727218176], [150, 2.9000044121735544], [200, 2.8485385141237116], [250, 2.797551627289096], [300, 2.7496767880049293], [350, 2.705233773882631], [400, 2.66284538007853]], [[50, 2.937122902955458], [100, 2.886786962265837], [150, 2.8356935597466655], [200, 2.784031926734596], [250, 2.734282476398252], [300, 2.6952413237636916], [350, 2.6586554476754207], [400, 2.6220366633666337]], [[50, 3.1095045682351077], [100, 3.0793796837573475], [150, 3.0469142226599932], [200, 3.010671531561442], [250, 2.9702720637997206], [300, 2.926137761920413], [350, 2.8788751078157975], [400, 2.830215487097979]], [[50, 2.963791581311826], [100, 2.903671622543081], [150, 2.8441309639833556], [200, 2.7856721574667045], [250, 2.7295556727614207], [300, 2.6811543865250815], [350, 2.640563010342989], [400, 2.6014052792353857]], [[50, 3.016140012545435], [100, 2.9690295057382126], [150, 2.9222346332507154], [200, 2.8749766775289016], [250, 2.8270119756345995], [300, 2.778348349799382], [350, 2.731231278696494], [400, 2.688048070030751]], [[50, 3.0208449797445716], [100, 3.0126011615487887], [150, 3.004820941624317], [200, 2.9948550081653775], [250, 2.9839530708785826], [300, 2.967336565674456], [350, 2.944341967492743], [400, 2.9171355853358967]], [[50, 2.822177408568252], [100, 2.7659364311995605], [150, 2.7118364775305035], [200, 2.6618754559734583], [250, 2.6173474371169005], [300, 2.577960749533757], [350, 2.538418153525559], [400, 2.498257875973398]], [[50, 2.8819369191848776], [100, 2.8360100223995244], [150, 2.7903800363802187], [200, 2.7476173689562207], [250, 2.712174136795475], [300, 2.682055934431175], [350, 2.653811796878249], [400, 2.627946243611331]], [[50, 3.1591421449345014], [100, 3.127776759702193], [150, 3.094915399615869], [200, 3.0600322291144595], [250, 3.0212448605076645], [300, 2.979606185566872], [350, 2.9346143083245106], [400, 2.887093932013659]], [[50, 3.0297915258503227], [100, 2.9656375644692914], [150, 2.9020280726197734], [200, 2.8391269412826166], [250, 2.7766810242857574], [300, 2.715305931377283], [350, 2.660233136860344], [400, 2.616292288608036]], [[50, 2.908410917588064], [100, 2.893741172512939], [150, 2.873026285347855], [200, 2.8456201034847046], [250, 2.8143702838339966], [300, 2.7808563441091563], [350, 2.7448957602010613], [400, 2.706967385727296]], [[50, 2.9554287862053013], [100, 2.9305267343927697], [150, 2.907382823108411], [200, 2.8868563025806244], [250, 2.865085009004061], [300, 2.839484646338652], [350, 2.8118117625047083], [400, 2.776649938336431]], [[50, 2.896040687493182], [100, 2.860135327103713], [150, 2.8237346759530215], [200, 2.7849069992729674], [250, 2.7439568977865174], [300, 2.710713065969535], [350, 2.6826987729217904], [400, 2.6537112284152133]]]","[[[50, 2.988119724617456], [100, 2.892621241354725], [150, 2.8606886256278536], [200, 2.8720713265506883], [250, 2.91039600906758], [300, 2.970332297537695], [350, 3.043478609848128], [400, 3.129370341216415]], [[50, 3.0192522818784036], [100, 2.95023644879506], [150, 2.9210791115242634], [200, 2.9249128237188717], [250, 2.954234423172492], [300, 3.005970233609085], [350, 3.08300168801735], [400, 3.180705519665262]], [[50, 3.1113548688597907], [100, 3.029516656263146], [150, 2.9542432543954162], [200, 2.881045556901908], [250, 2.8115842030251503], [300, 2.7574707775275473], [350, 2.7271066416751437], [400, 2.7180926277397157]], [[50, 2.805202720259894], [100, 2.712950513615659], [150, 2.6466536859479106], [200, 2.620345745055221], [250, 2.617373179274972], [300, 2.6376028394546283], [350, 2.678601020152975], [400, 2.7383718234358483]], [[50, 3.3372343506413187], [100, 3.389001436733205], [150, 3.4258383359084545], [200, 3.460576687260311], [250, 3.499028113472403], [300, 3.528595043043225], [350, 3.538983270889059], [400, 3.528693881311055]], [[50, 2.976480044770136], [100, 2.9377662229324484], [150, 2.902438244980026], [200, 2.88343771771566], [250, 2.903604081879054], [300, 2.9518049082281217], [350, 3.0243869822446765], [400, 3.113755762753517]], [[50, 2.956949618200218], [100, 2.9234834326716643], [150, 2.914207275803642], [200, 2.918465071192803], [250, 2.9334147341245274], [300, 2.9559478053946378], [350, 2.991333802230684], [400, 3.0428352191882246]], [[50, 3.0778201896215527], [100, 3.132629084342598], [150, 3.196050133660186], [200, 3.2574538547413185], [250, 3.3195973159816776], [300, 3.3770567870035695], [350, 3.4114015225262815], [400, 3.4149939102345694]], [[50, 3.1213433804628496], [100, 3.1310128042516134], [150, 3.119299546193798], [200, 3.111233777479305], [250, 3.095901866591816], [300, 3.065103377599712], [350, 3.0185833121089924], [400, 2.991911542843217]], [[50, 3.159900200538401], [100, 3.259804639413969], [150, 3.3551396944973693], [200, 3.4220366536519764], [250, 3.4551553355661397], [300, 3.4591561937816246], [350, 3.4322253375492284], [400, 3.3883100894556963]], [[50, 3.1726252430262942], [100, 3.2463051069062234], [150, 3.3125022163919127], [200, 3.364469049280527], [250, 3.39708135818082], [300, 3.4135050396789968], [350, 3.4214371812874744], [400, 3.3977186770770387]], [[50, 3.048176315206184], [100, 3.1357633917015635], [150, 3.2121035784674112], [200, 3.2781444858205315], [250, 3.3302948281293427], [300, 3.3763583719135895], [350, 3.4179967253898185], [400, 3.437798946262019]], [[50, 2.913926816632384], [100, 2.755615025133588], [150, 2.635950035961008], [200, 2.5303501373405077], [250, 2.4389077855050063], [300, 2.3747186396664413], [350, 2.334304254365257], [400, 2.324748247007423]], [[50, 3.2297155211455295], [100, 3.172704439566359], [150, 3.1281051033042058], [200, 3.104637974106288], [250, 3.091884604061534], [300, 3.090137271904], [350, 3.098154628760405], [400, 3.118642041832153]], [[50, 3.1195103732695015], [100, 3.037614224775726], [150, 2.98537049260189], [200, 2.969253544754835], [250, 2.984901454721292], [300, 3.0248211107110508], [350, 3.084129092662572], [400, 3.158553737440816]], [[50, 2.8315638789209006], [100, 2.9010540870852592], [150, 2.9932950831136447], [200, 3.0948048772089964], [250, 3.187699173076865], [300, 3.265049039160815], [350, 3.3092574894848465], [400, 3.3260811007871878]], [[50, 2.8508666590739775], [100, 2.7451939454997265], [150, 2.6811569144547027], [200, 2.663924399237187], [250, 2.6799607645995844], [300, 2.712983179702697], [350, 2.7581486372299833], [400, 2.816135024844571]], [[50, 2.80282989477471], [100, 2.83300951589416], [150, 2.8809608801217528], [200, 2.947700644707703], [250, 3.0324230553777736], [300, 3.146436371083442], [350, 3.275875241704616], [400, 3.411540246712637]], [[50, 3.08388110378671], [100, 3.006162426182008], [150, 2.899164909579418], [200, 2.7805488359235864], [250, 2.6741062069687893], [300, 2.598727923479562], [350, 2.538053066436718], [400, 2.5041762700594647]], [[50, 3.1330383513533433], [100, 2.9977644610131384], [150, 2.887361839868404], [200, 2.80651203062486], [250, 2.7543512206308662], [300, 2.7371771986333164], [350, 2.756498902642424], [400, 2.7972202791946357]]]","[[[50, 3.0214425689516915], [100, 2.9994175766000954], [150, 2.967003064576808], [200, 2.9255973325093], [250, 2.8925248259123557], [300, 2.8665830222153637], [350, 2.8577669186427506], [400, 2.874472486012387]], [[50, 2.9899066818069078], [100, 2.9492596357976097], [150, 2.930768553826029], [200, 2.945811925336882], [250, 2.9905460390307597], [300, 3.059871264241098], [350, 3.147025017076759], [400, 3.2533684308950295]], [[50, 2.994593570669708], [100, 3.023643674476344], [150, 3.0164680020250385], [200, 2.99209397959133], [250, 2.968442570295811], [300, 2.9483275272326903], [350, 2.938845345673614], [400, 2.954222436561147]], [[50, 2.9389081646043698], [100, 2.8743676772610494], [150, 2.8162425719111965], [200, 2.7641698507848957], [250, 2.722760443382768], [300, 2.690642460877051], [350, 2.6643178485820367], [400, 2.641897132240255]], [[50, 3.0850372753544733], [100, 3.0035719717720193], [150, 2.934937273556401], [200, 2.871746658330834], [250, 2.8166688625702627], [300, 2.7775266422698905], [350, 2.752166451195947], [400, 2.7338048099874013]], [[50, 3.0580320305702404], [100, 3.187038666476176], [150, 3.286897563390922], [200, 3.3486471903294945], [250, 3.38465505623152], [300, 3.398873817241071], [350, 3.3899906624846086], [400, 3.354474079260521]], [[50, 2.978491503185823], [100, 2.969030507183431], [150, 2.945468794547337], [200, 2.9090543792242447], [250, 2.8630358688803477], [300, 2.8272802693214394], [350, 2.798804008221755], [400, 2.767830248166353]], [[50, 2.924747467341509], [100, 2.8732455701555852], [150, 2.8607509700816567], [200, 2.8738486058833153], [250, 2.911025701346636], [300, 2.9629739749251756], [350, 3.02469489720417], [400, 3.092756175193824]], [[50, 2.9868245963824567], [100, 3.0627399802650945], [150, 3.12906192964252], [200, 3.1834366674569834], [250, 3.2268733616712626], [300, 3.2433467681429105], [350, 3.231406135524764], [400, 3.1982884181390525]], [[50, 2.786747121652101], [100, 2.6757916076741597], [150, 2.601481472911644], [200, 2.5376744099346262], [250, 2.489487552475207], [300, 2.468533708160854], [350, 2.4716046810660846], [400, 2.503118470048683]], [[50, 2.915982647297171], [100, 2.806960406195982], [150, 2.7160929080946508], [200, 2.6667491028935317], [250, 2.6481933249351064], [300, 2.6593809725039006], [350, 2.6934014088530756], [400, 2.7490172064176788]], [[50, 3.063084096969961], [100, 2.948098091471591], [150, 2.830121645719946], [200, 2.7584845618792926], [250, 2.706890128551665], [300, 2.6957626561418504], [350, 2.7158887392542526], [400, 2.7635393140946527]], [[50, 2.9554881811566656], [100, 2.8982146191260374], [150, 2.8605799294947114], [200, 2.8381943657877566], [250, 2.8375492929652557], [300, 2.8739981421136407], [350, 2.9260609876114745], [400, 2.9785950809991593]], [[50, 2.988893982858225], [100, 2.9198433785169997], [150, 2.8397996749913537], [200, 2.764945611939713], [250, 2.698594767188177], [300, 2.6484827443644003], [350, 2.6394655793176733], [400, 2.6510978152735243]], [[50, 2.860733305245145], [100, 2.853085501191662], [150, 2.839437868782625], [200, 2.821215952195348], [250, 2.8261523679073606], [300, 2.8496897938496972], [350, 2.897401915231813], [400, 2.9631741178005457]], [[50, 2.7755990517113722], [100, 2.6974636766721987], [150, 2.6623461480568054], [200, 2.6634543327986626], [250, 2.6892481043528216], [300, 2.733009328409717], [350, 2.7869298836228826], [400, 2.85286315995392]], [[50, 2.983614250172542], [100, 2.836420919684639], [150, 2.7064828761546935], [200, 2.624643463894607], [250, 2.5588452891172317], [300, 2.519516708307698], [350, 2.5196957229589643], [400, 2.557014414255471]], [[50, 3.0055774410235476], [100, 2.9856788612702663], [150, 2.9949550335758497], [200, 3.0332029237296956], [250, 3.0897098693419767], [300, 3.174712636939161], [350, 3.2747554293648173], [400, 3.37587477876611]], [[50, 3.001839952944844], [100, 3.038187078340481], [150, 3.096690618352445], [200, 3.162664574281401], [250, 3.2405953498753304], [300, 3.3216346488989554], [350, 3.403808824674735], [400, 3.4764463627810818]], [[50, 3.2648938608941123], [100, 3.2741726824612085], [150, 3.3007803452148474], [200, 3.3377971261682973], [250, 3.389882586909941], [300, 3.4515866261192274], [350, 3.5051288295028016], [400, 3.537941298527049]]]","[[[50, 2.95557160515469], [100, 2.9347504679713055], [150, 2.897222139200096], [200, 2.85402133234122], [250, 2.810038156877096], [300, 2.777575497721206], [350, 2.764555877111793], [400, 2.7704837149423898]], [[50, 3.101754055215992], [100, 3.0391360518789177], [150, 2.9911890154134784], [200, 2.97185292126377], [250, 2.984910364024833], [300, 3.0319964124071133], [350, 3.110625922625103], [400, 3.213838142553999]], [[50, 2.9477682819611917], [100, 3.0333072899573157], [150, 3.099158837518603], [200, 3.1179550424078], [250, 3.0849189290840373], [300, 3.009061574293951], [350, 2.9196638346178863], [400, 2.8594834074551283]], [[50, 2.896475307458253], [100, 2.791800373835912], [150, 2.7213180595720505], [200, 2.6830786867358123], [250, 2.6680305305892937], [300, 2.6735499311723654], [350, 2.701227716502865], [400, 2.7505515056564507]], [[50, 2.9816004580634887], [100, 2.936943684922391], [150, 2.8947570567197998], [200, 2.8613071739001326], [250, 2.830748991625301], [300, 2.807399850880134], [350, 2.797273279751893], [400, 2.798604802744293]], [[50, 3.153205035712771], [100, 3.148531339867715], [150, 3.1431876791229865], [200, 3.1173291991631236], [250, 3.0545477395904004], [300, 2.98718457919648], [350, 2.970502173582629], [400, 2.993126742098974]], [[50, 2.7835310519808654], [100, 2.763539717279189], [150, 2.777852256690278], [200, 2.8155791231039062], [250, 2.8714067050113647], [300, 2.9447288535602594], [350, 3.0323116637290397], [400, 3.130516968393361]], [[50, 3.1132916289247485], [100, 3.0522477332704527], [150, 2.9878796208047507], [200, 2.927251093303648], [250, 2.866784405646769], [300, 2.809705591139388], [350, 2.765695421094904], [400, 2.743941887971273]], [[50, 2.966367560154802], [100, 2.9143904695098652], [150, 2.8389201592774147], [200, 2.7772864753899436], [250, 2.726046016187784], [300, 2.7038346908329816], [350, 2.708619857230602], [400, 2.7399536628197176]], [[50, 2.8580006863752687], [100, 2.738155381157904], [150, 2.645154812407718], [200, 2.576975507531822], [250, 2.538452720690383], [300, 2.5283899829711056], [350, 2.5482344241999573], [400, 2.593687657866439]], [[50, 3.147844741776815], [100, 3.1510701617740353], [150, 3.139994773077449], [200, 3.136262521874147], [250, 3.1392382282629834], [300, 3.1529581338570143], [350, 3.1776086390312654], [400, 3.224499116742284]], [[50, 3.1612391215889386], [100, 3.0604957575536806], [150, 2.9604493388856383], [200, 2.8626817851365116], [250, 2.8035242057273355], [300, 2.764905679157896], [350, 2.751695369449695], [400, 2.7684904629575366]], [[50, 3.102076198303497], [100, 3.0790269307506835], [150, 3.0338140991500513], [200, 2.9733927656071484], [250, 2.904999140318044], [300, 2.841281785108541], [350, 2.7825763888856136], [400, 2.7366126111344715]], [[50, 2.7963941025498644], [100, 2.6829523157244273], [150, 2.5873236026586124], [200, 2.5021362660134607], [250, 2.4538675148095943], [300, 2.461552741815292], [350, 2.502692113907492], [400, 2.56626238030115]], [[50, 2.927071197388643], [100, 2.7939989223881065], [150, 2.6992474319893502], [200, 2.654873449765826], [250, 2.642442973123164], [300, 2.663500524701699], [350, 2.713324630492041], [400, 2.7820031533566474]], [[50, 2.836060675592009], [100, 2.75982987033436], [150, 2.7090203733977174], [200, 2.67641132018913], [250, 2.66097009508492], [300, 2.6643594172709046], [350, 2.6909099778320686], [400, 2.7342666352400897]], [[50, 3.3271387751225747], [100, 3.416559977083842], [150, 3.5007274917158395], [200, 3.569718007583344], [250, 3.625169335647482], [300, 3.645474679732122], [350, 3.628537855799889], [400, 3.5837886895297246]], [[50, 3.005862073848097], [100, 2.941794574715238], [150, 2.909490309296463], [200, 2.9084185641294655], [250, 2.9286355612456467], [300, 2.9695553366237353], [350, 3.026184408671942], [400, 3.0893784559175956]], [[50, 2.9971578999708273], [100, 3.071232002763707], [150, 3.1152938521516744], [200, 3.12822686095501], [250, 3.1107781591187917], [300, 3.0587726826477946], [350, 2.9906508671720777], [400, 2.923570478216075]], [[50, 2.9737916158047826], [100, 2.831621279069106], [150, 2.71381251046296], [200, 2.6332031430988745], [250, 2.576616244492396], [300, 2.5658307298914362], [350, 2.5930495274190832], [400, 2.643335542960883]]]"
"[[[50, 3.0688220478350527], [100, 3.0245483188885904], [150, 2.981683890780172], [200, 2.9375972514035427]], [[50, 2.920401563733262], [100, 2.8650414211540873], [150, 2.811893167687621], [200, 2.7647549202178863]], [[50, 2.9354926399555556], [100, 2.8625699692933693], [150, 2.7913586229284633], [200, 2.726288380986463]], [[50, 3.150348593190183], [100, 3.094998923149441], [150, 3.041049199388353], [200, 2.9888432958059723]], [[50, 3.0538967854634316], [100, 3.009201948133575], [150, 2.966611966962137], [200, 2.925773185766636]], [[50, 3.0774272797656748], [100, 3.073576102314493], [150, 3.0679101732561245], [200, 3.057710911687794]], [[50, 3.1382775411474886], [100, 3.1112948675729872], [150, 3.075761127960864], [200, 3.034064607898827]], [[50, 2.986577517384808], [100, 2.921856230795193], [150, 2.8584641081965265], [200, 2.797474315169529]], [[50, 2.944944545980398], [100, 2.8846595606951966], [150, 2.8230255512896787], [200, 2.7606704401505913]], [[50, 2.787211158381064], [100, 2.728608820710282], [150, 2.676624529442044], [200, 2.6368748924673993]], [[50, 2.9703004750830364], [100, 2.9148751073621866], [150, 2.859287825404165], [200, 2.8040189501700925]], [[50, 3.0918827216987865], [100, 3.0358416433148587], [150, 2.979320657124075], [200, 2.9227647496637323]], [[50, 3.034239688102954], [100, 2.9707139712773656], [150, 2.9073405296197277], [200, 2.8446933020930407]], [[50, 3.090451324372046], [100, 3.0581870647296956], [150, 3.0295745589434486], [200, 3.0042059398312593]], [[50, 3.0588876354827863], [100, 3.0131590787655225], [150, 2.967010086139426], [200, 2.9203040915495078]], [[50, 3.0802649142165683], [100, 3.057383799854774], [150, 3.0297387559538818], [200, 3.0000405349767436]], [[50, 2.7522484254542507], [100, 2.7190147434040193], [150, 2.6876171692118733], [200, 2.6569640844419355]], [[50, 3.1300977704562283], [100, 3.070004243313208], [150, 3.0100594200622504], [200, 2.9504756667061787]], [[50, 2.9687865337161825], [100, 2.9077367972850885], [150, 2.852812285940431], [200, 2.803973528559155]], [[50, 3.0726911543698368], [100, 3.0193188127437938], [150, 2.966283154639913], [200, 2.9132534753432084]]]","[[[50, 2.991725696469769], [100, 2.906714605091421], [150, 2.882277414136198], [200, 2.8991124446661685]], [[50, 2.9386437204165947], [100, 2.9316054092414223], [150, 2.8825528502712583], [200, 2.8169505718124555]], [[50, 2.8662402460188994], [100, 2.828632085068748], [150, 2.819246137810654], [200, 2.841916178962449]], [[50, 2.8252380957935808], [100, 2.852643606805187], [150, 2.867761644954932], [200, 2.8841574649864037]], [[50, 3.005493599490518], [100, 2.9978364501203454], [150, 2.973920661919301], [200, 2.942231303428669]], [[50, 2.9935376905880267], [100, 2.941656617625357], [150, 2.8888372040212222], [200, 2.836843539388093]], [[50, 2.8641542960370723], [100, 2.8127126299620495], [150, 2.753541795371923], [200, 2.7117625442617626]], [[50, 2.9598397120810795], [100, 2.905899176832271], [150, 2.8885054985387413], [200, 2.9003326663284685]], [[50, 2.8277125989439766], [100, 2.7432774310398176], [150, 2.679576832593513], [200, 2.6411017964809407]], [[50, 2.8588326074241817], [100, 2.7874275147212226], [150, 2.7302971311288604], [200, 2.7037117284431025]], [[50, 2.9823292066253884], [100, 2.984075317662574], [150, 2.98420334403489], [200, 2.9959973209672484]], [[50, 3.1303902871068745], [100, 3.1573622010817237], [150, 3.221554343122007], [200, 3.3035767707446833]], [[50, 2.741178694692205], [100, 2.697344623720306], [150, 2.6470885967152404], [200, 2.614742369788674]], [[50, 2.9606733803009546], [100, 3.024092879888016], [150, 3.087721517139326], [200, 3.154743790343393]], [[50, 3.1103993830981], [100, 3.1498011356200264], [150, 3.1876977039715753], [200, 3.2244035707631205]], [[50, 2.7883653683066942], [100, 2.881455997222102], [150, 2.9665354833167403], [200, 3.0498708448783303]], [[50, 3.211078995362166], [100, 3.1446204160459854], [150, 3.0480340900228855], [200, 2.92744819541122]], [[50, 2.85530776523039], [100, 2.789005231508231], [150, 2.802929192953521], [200, 2.861038049436713]], [[50, 2.7657603089550182], [100, 2.745612550426463], [150, 2.7284525710016254], [200, 2.7345178464969937]], [[50, 3.1539655188496982], [100, 3.204612342006087], [150, 3.268238984052259], [200, 3.3241778397441535]]]","[[[50, 3.039934617669664], [100, 3.0224891192189998], [150, 2.9895810479380875], [200, 2.945013422769027]], [[50, 2.9852547849060826], [100, 2.943097035685371], [150, 2.9303885211357343], [200, 2.942833514457209]], [[50, 3.1808205271453875], [100, 3.2019181032305424], [150, 3.2485641103147866], [200, 3.3035514038966025]], [[50, 3.139491958934899], [100, 3.073429142261345], [150, 3.017827877554981], [200, 2.9741772933480712]], [[50, 2.9636243191850635], [100, 2.8349086655911164], [150, 2.734779169614803], [200, 2.687918733735545]], [[50, 3.2751733627915955], [100, 3.312000313785446], [150, 3.3392188876919646], [200, 3.346076852623035]], [[50, 2.881922756651647], [100, 2.9055037320748593], [150, 2.9359429784641735], [200, 2.968756694436073]], [[50, 2.9353852147528277], [100, 2.8186736864890336], [150, 2.7184737651483677], [200, 2.643359182141256]], [[50, 2.6548199119421168], [100, 2.587505237214127], [150, 2.5365878621769338], [200, 2.5034142598019233]], [[50, 2.6769399532941436], [100, 2.604376778625769], [150, 2.5626997306054218], [200, 2.566713040983098]], [[50, 3.1834963053648284], [100, 3.1250067988237276], [150, 3.039298498065151], [200, 2.9388655782678]], [[50, 3.134680912104613], [100, 3.0607992124481402], [150, 2.9965415281079784], [200, 2.9447351870726295]], [[50, 3.0368357317191745], [100, 3.0940788225986586], [150, 3.1574732219452732], [200, 3.2202053858972834]], [[50, 3.0734962422223635], [100, 3.1323625437682994], [150, 3.20696640155854], [200, 3.2807547834935464]], [[50, 2.9488142908358594], [100, 2.7862204737495073], [150, 2.6761222097178443], [200, 2.622866215399944]], [[50, 2.9315094502722547], [100, 2.8387606394657228], [150, 2.765642716981207], [200, 2.721194682412765]], [[50, 3.0903595383809894], [100, 3.1234818190530516], [150, 3.174523145220204], [200, 3.221545915350889]], [[50, 2.913119174774164], [100, 2.9714924755184997], [150, 3.028223168303926], [200, 3.092459705426401]], [[50, 2.7885254783100692], [100, 2.705071059843229], [150, 2.6307944518300044], [200, 2.5691667149969963]], [[50, 3.0175908192675065], [100, 2.9087957752939984], [150, 2.7928107389764634], [200, 2.6883359045509203]]]","[[[50, 2.9702008394686557], [100, 2.9721216574895934], [150, 2.959195112630852], [200, 2.9568216604167343]], [[50, 2.923358081495903], [100, 2.800592602794974], [150, 2.715081386298014], [200, 2.6460928000349435]], [[50, 3.022955213084653], [100, 3.0148878737415554], [150, 2.9986952032431757], [200, 2.9754203617669006]], [[50, 3.203390117397662], [100, 3.2546962188528976], [150, 3.299368805849717], [200, 3.348658079422771]], [[50, 3.214625704872227], [100, 3.250183903494119], [150, 3.2874514134427577], [200, 3.3263359416613145]], [[50, 3.075969053739271], [100, 3.0938221759349838], [150, 3.0827607852766987], [200, 3.062950376430135]], [[50, 3.0825156487278784], [100, 3.0520325508592707], [150, 2.9998400367360616], [200, 2.9280079464462228]], [[50, 2.9425071447940696], [100, 2.8585011957689686], [150, 2.8445727721518423], [200, 2.8917885082957935]], [[50, 3.167943463966421], [100, 3.2165706989219474], [150, 3.260822403321855], [200, 3.303810146575724]], [[50, 3.0222222680723996], [100, 2.981344428573398], [150, 2.936589375917805], [200, 2.894494242202488]], [[50, 2.950767831566398], [100, 2.9880345580520213], [150, 3.039870090714918], [200, 3.0878330259893034]], [[50, 3.100889682852262], [100, 3.112040137082298], [150, 3.1087755743394423], [200, 3.093014542533453]], [[50, 2.799411419917175], [100, 2.712492634362485], [150, 2.628723939097939], [200, 2.5573551423011494]], [[50, 2.955028281661785], [100, 3.007092331926393], [150, 3.040071004803688], [200, 3.054858875159549]], [[50, 3.089977975707293], [100, 3.091242884565237], [150, 3.1002087956356377], [200, 3.1129832880237984]], [[50, 3.1849816923928658], [100, 3.11166448734817], [150, 3.0244986509439524], [200, 2.9348494717887226]], [[50, 3.0540542450915575], [100, 2.9692520238728215], [150, 2.878775181977866], [200, 2.7965789366411156]], [[50, 2.8367355505699523], [100, 2.7867544328113203], [150, 2.7589084137014988], [200, 2.7659504463901308]], [[50, 2.7508878474971765], [100, 2.7422014059267417], [150, 2.766461139674891], [200, 2.8074537070210224]], [[50, 3.2953605429227264], [100, 3.3125903128483722], [150, 3.2923237063207105], [200, 3.2482129695288484]]]"
