run_id,experiment,architecture,seed,traversal_scheme,params_count,optimizer,lr,batch_size,replay_ratio,steps,wall_clock_s,success_flag,final_exploitability,notes,commit_hash
20seed-lstm_no_history-run15,20seed,lstm_no_history,,,,,,,,400,,False,2.9631741178005457,,20799f4225146ecc805039235d37a37c487b5d28
20seed-lstm_no_history-run16,20seed,lstm_no_history,,,,,,,,400,,False,2.85286315995392,,20799f4225146ecc805039235d37a37c487b5d28
20seed-lstm_no_history-run17,20seed,lstm_no_history,,,,,,,,400,,False,2.557014414255471,,20799f4225146ecc805039235d37a37c487b5d28
20seed-lstm_no_history-run18,20seed,lstm_no_history,,,,,,,,400,,False,3.37587477876611,,20799f4225146ecc805039235d37a37c487b5d28
20seed-lstm_no_history-run19,20seed,lstm_no_history,,,,,,,,400,,False,3.4764463627810818,,20799f4225146ecc805039235d37a37c487b5d28
20seed-lstm_no_history-run20,20seed,lstm_no_history,,,,,,,,400,,False,3.537941298527049,,20799f4225146ecc805039235d37a37c487b5d28
20seed-lstm_no_embedding-run1,20seed,lstm_no_embedding,,,,,,,,400,,False,2.7704837149423898,,20799f4225146ecc805039235d37a37c487b5d28
20seed-lstm_no_embedding-run2,20seed,lstm_no_embedding,,,,,,,,400,,False,3.213838142553999,,20799f4225146ecc805039235d37a37c487b5d28
20seed-lstm_no_embedding-run3,20seed,lstm_no_embedding,,,,,,,,400,,False,2.8594834074551283,,20799f4225146ecc805039235d37a37c487b5d28
20seed-lstm_no_embedding-run4,20seed,lstm_no_embedding,,,,,,,,400,,False,2.7505515056564507,,20799f4225146ecc805039235d37a37c487b5d28
20seed-lstm_no_embedding-run5,20seed,lstm_no_embedding,,,,,,,,400,,False,2.798604802744293,,20799f4225146ecc805039235d37a37c487b5d28
20seed-lstm_no_embedding-run6,20seed,lstm_no_embedding,,,,,,,,400,,False,2.993126742098974,,20799f4225146ecc805039235d37a37c487b5d28
20seed-lstm_no_embedding-run7,20seed,lstm_no_embedding,,,,,,,,400,,False,3.130516968393361,,20799f4225146ecc805039235d37a37c487b5d28
20seed-lstm_no_embedding-run8,20seed,lstm_no_embedding,,,,,,,,400,,False,2.743941887971273,,20799f4225146ecc805039235d37a37c487b5d28
20seed-lstm_no_embedding-run9,20seed,lstm_no_embedding,,,,,,,,400,,False,2.7399536628197176,,20799f4225146ecc805039235d37a37c487b5d28
20seed-lstm_no_embedding-run10,20seed,lstm_no_embedding,,,,,,,,400,,False,2.593687657866439,,20799f4225146ecc805039235d37a37c487b5d28
20seed-lstm_no_embedding-run11,20seed,lstm_no_embedding,,,,,,,,400,,False,3.224499116742284,,20799f4225146ecc805039235d37a37c487b5d28
20seed-lstm_no_embedding-run12,20seed,lstm_no_embedding,,,,,,,,400,,False,2.7684904629575366,,20799f4225146ecc805039235d37a37c487b5d28
20seed-lstm_no_embedding-run13,20seed,lstm_no_embedding,,,,,,,,400,,False,2.7366126111344715,,20799f4225146ecc805039235d37a37c487b5d28
20seed-lstm_no_embedding-run14,20seed,lstm_no_embedding,,,,,,,,400,,False,2.56626238030115,,20799f4225146ecc805039235d37a37c487b5d28
20seed-lstm_no_embedding-run15,20seed,lstm_no_embedding,,,,,,,,400,,False,2.7820031533566474,,20799f4225146ecc805039235d37a37c487b5d28
20seed-lstm_no_embedding-run16,20seed,lstm_no_embedding,,,,,,,,400,,False,2.7342666352400897,,20799f4225146ecc805039235d37a37c487b5d28
20seed-lstm_no_embedding-run17,20seed,lstm_no_embedding,,,,,,,,400,,False,3.5837886895297246,,20799f4225146ecc805039235d37a37c487b5d28
20seed-lstm_no_embedding-run18,20seed,lstm_no_embedding,,,,,,,,400,,False,3.0893784559175956,,20799f4225146ecc805039235d37a37c487b5d28
20seed-lstm_no_embedding-run19,20seed,lstm_no_embedding,,,,,,,,400,,False,2.923570478216075,,20799f4225146ecc805039235d37a37c487b5d28
20seed-lstm_no_embedding-run20,20seed,lstm_no_embedding,,,,,,,,400,,False,2.643335542960883,,20799f4225146ecc805039235d37a37c487b5d28
